T_inst E_tot P Z
1.04232 -3.7164 3.24539 3.6631
1.04261 -3.7122 3.25936 3.67784
1.04335 -3.70906 3.26743 3.6843
1.04439 -3.70693 3.2689 3.6823
1.04548 -3.70586 3.26383 3.67276
1.04648 -3.70616 3.25216 3.65613
1.04735 -3.70818 3.23384 3.63253
1.04803 -3.71143 3.2105 3.60397
1.04843 -3.71602 3.18313 3.57188
1.04849 -3.72137 3.15407 3.53906
1.04829 -3.7266 3.12566 3.50784
1.04809 -3.73186 3.09739 3.47678
1.04815 -3.73626 3.06968 3.4455
1.04852 -3.74112 3.03931 3.41021
1.04903 -3.74614 3.00682 3.3721
1.04943 -3.75226 2.97163 3.33136
1.04954 -3.75957 2.93509 3.29008
1.05429 -3.75909 2.9054 3.2421
1.05372 -3.7654 2.87607 3.21111
1.05285 -3.77113 2.85225 3.18714
1.05169 -3.77547 2.83646 3.173
1.0504 -3.77776 2.8301 3.16977
1.04928 -3.77836 2.83164 3.17489
1.04837 -3.77669 2.84128 3.18845
1.04732 -3.7741 2.85776 3.21016
1.04586 -3.76986 2.88395 3.24412
1.04429 -3.76374 2.91979 3.28936
1.04325 -3.75477 2.96394 3.34244
1.0431 -3.74439 3.01015 3.39503
1.04383 -3.73413 3.0528 3.4407
1.04523 -3.72491 3.0884 3.47619
1.04699 -3.71793 3.11402 3.49912
1.04875 -3.71332 3.13002 3.51121
1.05001 -3.71193 3.13733 3.51517
1.05042 -3.71209 3.14213 3.51919
1.04998 -3.71284 3.14876 3.52808
1.04907 -3.71297 3.16019 3.54397
1.04818 -3.71188 3.17642 3.5652
1.04779 -3.70848 3.19685 3.58948
1.04821 -3.70513 3.21423 3.60753
1.04946 -3.70271 3.22428 3.61451
1.0511 -3.70235 3.22434 3.60891
1.05255 -3.70363 3.21669 3.59542
1.05345 -3.70732 3.2022 3.57615
1.05385 -3.71259 3.18369 3.55412
1.05394 -3.71844 3.16349 3.53128
1.05383 -3.72464 3.14236 3.50806
1.05361 -3.73067 3.12138 3.48538
1.05335 -3.73603 3.10135 3.46386
1.05308 -3.7407 3.08231 3.44348
1.05277 -3.74489 3.06415 3.42418
1.05241 -3.749 3.04657 3.40572
1.05195 -3.75227 3.03134 3.39016
1.05131 -3.75553 3.01792 3.3772
1.0504 -3.75795 3.00896 3.37011
1.04927 -3.75846 3.00695 3.37149
1.0483 -3.75722 3.01058 3.37867
1.04805 -3.75468 3.016 3.38557
1.04885 -3.75136 3.01847 3.38574
1.05055 -3.74969 3.01146 3.37243
1.05249 -3.75093 2.99329 3.3459
1.05396 -3.75457 2.9677 3.31265
1.05456 -3.76053 2.93863 3.27835
1.05416 -3.76754 2.91176 3.2496
1.0529 -3.77399 2.89256 3.23203
1.05102 -3.77863 2.88482 3.22916
1.04882 -3.7802 2.89118 3.24306
1.05161 -3.77092 2.91577 3.26198
1.04969 -3.76586 2.94816 3.30424
1.04831 -3.75743 2.99024 3.3558
1.0477 -3.74711 3.03626 3.40945
1.04816 -3.73611 3.07971 3.4567
1.04991 -3.72578 3.11361 3.48895
1.05252 -3.71821 3.13207 3.50091
1.05498 -3.71466 3.13512 3.49615
1.05631 -3.71469 3.12884 3.48477
1.05623 -3.71692 3.12061 3.47587
1.05524 -3.71857 3.11739 3.47553
1.0542 -3.71892 3.11929 3.48108
1.05379 -3.71782 3.12366 3.48731
1.05421 -3.71566 3.12698 3.48963
1.05515 -3.71425 3.12521 3.48455
1.05605 -3.71477 3.11749 3.47297
1.05656 -3.7164 3.10704 3.45967
1.05672 -3.71884 3.09547 3.44626
1.05675 -3.72158 3.08365 3.433
1.05666 -3.72453 3.07188 3.42017
1.0563 -3.72645 3.06328 3.41178
1.05558 -3.72883 3.05633 3.40634
1.05468 -3.72985 3.05416 3.40685
1.05385 -3.72912 3.05648 3.41211
1.05335 -3.72774 3.05974 3.41739
1.05338 -3.7251 3.06275 3.42063
1.05412 -3.72237 3.06097 3.41624
1.05561 -3.72085 3.04976 3.39892
1.05774 -3.72229 3.02458 3.36407
1.06014 -3.72648 2.98592 3.31358
1.06224 -3.73408 2.93506 3.25069
1.06347 -3.7452 2.87615 3.18176
1.06339 -3.75817 2.81755 3.11717
1.06189 -3.77114 2.76772 3.06635
1.05932 -3.78143 2.73456 3.03698
1.05623 -3.78794 2.72103 3.03078
1.05313 -3.78951 2.72839 3.04793
1.0504 -3.78608 2.755 3.08567
1.04832 -3.77929 2.79535 3.13706
1.0471 -3.76937 2.84571 3.19729
1.04665 -3.75701 2.9023 3.26229
1.04655 -3.74458 2.96028 3.32777
1.0464 -3.73177 3.02067 3.39616
1.04608 -3.71899 3.08311 3.46742
1.04578 -3.7052 3.14861 3.5421
1.04584 -3.69125 3.21375 3.61516
1.04662 -3.67694 3.27567 3.68206
1.04827 -3.6645 3.32748 3.73443
1.05038 -3.65422 3.36761 3.77186
1.0522 -3.64753 3.39568 3.79674
1.05817 -3.63607 3.42087 3.8033
1.05856 -3.63347 3.43821 3.8212
1.05907 -3.63115 3.45197 3.83463
1.06019 -3.62977 3.45811 3.83738
1.06182 -3.63004 3.45393 3.82687
1.06338 -3.63274 3.43925 3.805
1.06435 -3.63807 3.41659 3.77649
1.06457 -3.64489 3.39075 3.74718
1.06424 -3.6521 3.36517 3.72004
1.06373 -3.6584 3.34228 3.69651
1.0633 -3.66387 3.32151 3.67505
1.06298 -3.66886 3.30194 3.65449
1.06267 -3.67329 3.28393 3.63562
1.06228 -3.67731 3.26763 3.61889
1.06191 -3.68068 3.25318 3.60413
1.06185 -3.68315 3.23952 3.58921
1.06241 -3.68597 3.22204 3.56796
1.06368 -3.68986 3.19714 3.53615
1.06534 -3.69541 3.16329 3.49326
1.0667 -3.70321 3.12178 3.44304
1.06708 -3.7134 3.07689 3.39231
1.06625 -3.72425 3.03599 3.34984
1.06447 -3.73399 3.00482 3.32099
1.06222 -3.7412 2.98653 3.30776
1.05991 -3.74443 2.98312 3.31119
1.05781 -3.74427 2.99234 3.32802
1.0562 -3.74133 3.0109 3.35375
1.0555 -3.73543 3.0354 3.3833
1.05596 -3.72868 3.05783 3.40679
1.05736 -3.7227 3.07271 3.41883
1.05901 -3.71873 3.07818 3.4196
1.06032 -3.71708 3.0758 3.41273
1.06106 -3.71752 3.06813 3.40185
1.06121 -3.71932 3.05839 3.39059
1.0608 -3.72134 3.05027 3.38286
1.06003 -3.72233 3.04677 3.38146
1.0592 -3.72216 3.04774 3.38517
1.05876 -3.72098 3.05096 3.39017
1.05908 -3.71906 3.05287 3.39127
1.06027 -3.7174 3.04882 3.38294
1.06198 -3.71795 3.03462 3.36178
1.06341 -3.7211 3.01202 3.33227
1.06385 -3.72619 2.98668 3.30285
1.06311 -3.73206 2.96496 3.28113
1.06151 -3.73657 2.95286 3.27265
1.05965 -3.73864 2.9522 3.27766
1.05796 -3.73787 2.96237 3.29421
1.05657 -3.73487 2.98117 3.31948
1.05539 -3.72969 3.00784 3.35292
1.05439 -3.72266 3.04116 3.39329
1.05863 -3.70667 3.08355 3.42679
1.05841 -3.69694 3.12365 3.47208
1.0589 -3.68713 3.16088 3.51182
1.05994 -3.67839 3.19152 3.54241
1.06107 -3.67108 3.21512 3.56478
1.06208 -3.66531 3.23209 3.58022
1.06319 -3.66066 3.24226 3.58771
1.06482 -3.65825 3.24143 3.58133
1.06697 -3.65795 3.22812 3.55941
1.06924 -3.66112 3.20065 3.52164
1.07108 -3.66743 3.16203 3.47315
1.07218 -3.67706 3.11515 3.41816
1.07244 -3.68788 3.06677 3.36426
1.0719 -3.69919 3.02075 3.31545
1.0707 -3.70994 2.98093 3.27541
1.06908 -3.71846 2.95111 3.24756
1.06745 -3.72413 2.93167 3.2311
1.06633 -3.72759 2.9189 3.22038
1.06613 -3.7293 2.90831 3.20931
1.06676 -3.73128 2.89373 3.19133
1.06777 -3.73374 2.8743 3.16692
1.0687 -3.73792 2.8488 3.13607
1.06944 -3.74352 2.81867 3.10078
1.06997 -3.75036 2.785 3.0622
1.07024 -3.75752 2.75061 3.02363
1.07003 -3.76557 2.71668 2.98692
1.06912 -3.77323 2.68834 2.95828
1.06742 -3.77951 2.67014 2.94293
1.06512 -3.78304 2.66613 2.94487
1.0627 -3.78285 2.67755 2.96421
1.06084 -3.77912 2.70113 2.99554
1.06013 -3.77275 2.73057 3.03022
1.0608 -3.76539 2.75821 3.05898
1.06256 -3.75913 2.77743 3.07517
1.06475 -3.7554 2.78554 3.07783
1.06653 -3.75536 2.78328 3.07019
1.06729 -3.75737 2.7778 3.06197
1.06684 -3.76095 2.77417 3.05925
1.06544 -3.76362 2.77924 3.06887
1.06357 -3.76424 2.79556 3.09232
1.06178 -3.76174 2.82376 3.12879
1.06048 -3.7567 2.86034 3.17319
1.05991 -3.75014 2.90065 3.21965
1.06003 -3.74265 2.94119 3.26428
1.06064 -3.73449 2.97996 3.30538
1.06155 -3.72791 3.01231 3.33841
1.06259 -3.72326 3.03733 3.36286
1.0635 -3.71941 3.05753 3.38233
1.06394 -3.71725 3.07335 3.39843
1.06369 -3.71524 3.08974 3.41733
1.06788 -3.70566 3.11284 3.42938
1.06695 -3.70253 3.13505 3.45687
1.06648 -3.69803 3.15848 3.48422
1.06692 -3.69266 3.17836 3.50472
1.0684 -3.68742 3.18924 3.51183
1.07062 -3.68512 3.18445 3.4993
1.0729 -3.68634 3.16404 3.46949
1.07461 -3.69064 3.1318 3.42864
1.07557 -3.69785 3.0911 3.3811
1.07589 -3.70623 3.04711 3.33199
1.0758 -3.71491 3.00261 3.28357
1.07555 -3.72354 2.95881 3.23645
1.07534 -3.73219 2.91551 3.18971
1.07527 -3.74018 2.87358 3.14405
1.07524 -3.74788 2.83283 3.09954
1.075 -3.756 2.79352 3.0572
1.07438 -3.76382 2.75872 3.02086
1.07331 -3.7702 2.73221 2.9948
1.07179 -3.77546 2.71512 2.9803
1.06977 -3.77819 2.71163 2.98208
1.06723 -3.77778 2.72446 3.00332
1.0643 -3.77397 2.75491 3.04526
1.06135 -3.76528 2.80453 3.10873
1.05904 -3.75215 2.86899 3.18713
1.05804 -3.73538 2.94106 3.27026
1.05878 -3.71686 3.01068 3.34533
1.06125 -3.70009 3.0659 3.39878
1.06501 -3.68695 3.09977 3.42419
1.06926 -3.67926 3.10868 3.42039
1.07306 -3.67792 3.09415 3.39235
1.07573 -3.68275 3.06128 3.34795
1.07711 -3.69127 3.01903 3.29753
1.07728 -3.70231 2.97331 3.24706
1.07648 -3.71361 2.93115 3.20341
1.07503 -3.72343 2.89734 3.17073
1.0734 -3.73116 2.87307 3.14894
1.07207 -3.73596 2.85824 3.13659
1.07138 -3.73917 2.8482 3.12757
1.07145 -3.74088 2.84045 3.11885
1.072 -3.74301 2.83085 3.10672
1.07243 -3.746 2.82029 3.09389
1.07216 -3.74926 2.81319 3.08689
1.07094 -3.7526 2.81331 3.09052
1.06902 -3.75378 2.82632 3.11039
1.06679 -3.75213 2.8535 3.14687
1.06451 -3.74735 2.89479 3.19925
1.06227 -3.73922 2.94976 3.26689
1.06021 -3.7276 3.01725 3.34812
1.0587 -3.71273 3.09375 3.4379
1.05826 -3.69587 3.17208 3.5264
1.06424 -3.67081 3.24868 3.59128
1.06677 -3.6548 3.30555 3.64549
1.07052 -3.64245 3.33977 3.67031
1.07465 -3.63608 3.34764 3.66481
1.07806 -3.63558 3.33377 3.63808
1.08 -3.64058 3.30525 3.60048
1.08041 -3.64838 3.27214 3.56306
1.07969 -3.6566 3.2419 3.53249
1.0783 -3.66356 3.21917 3.51226
1.07658 -3.66872 3.20553 3.50296
1.07483 -3.67102 3.20252 3.50538
1.07334 -3.67079 3.20815 3.5164
1.07245 -3.66839 3.21919 3.53143
1.07245 -3.66453 3.2308 3.54416
1.07348 -3.66054 3.23699 3.54754
1.07542 -3.65785 3.2325 3.53624
1.07783 -3.65853 3.213 3.50704
1.08008 -3.66298 3.1795 3.46325
1.08152 -3.6708 3.13656 3.41193
1.08174 -3.68053 3.09151 3.36226
1.08076 -3.69075 3.05077 3.32094
1.07906 -3.69927 3.01981 3.29243
1.07731 -3.70558 2.99857 3.27456
1.07615 -3.70911 2.98517 3.26346
1.07586 -3.71096 2.97438 3.25255
1.07642 -3.71192 2.96208 3.23741
1.0776 -3.71393 2.94323 3.21326
1.07908 -3.7179 2.91585 3.179
1.08043 -3.7241 2.8807 3.13678
1.08127 -3.73229 2.84061 3.09071
1.08147 -3.74194 2.79898 3.04484
1.08105 -3.75164 2.76056 3.00423
1.07992 -3.7606 2.72927 2.97328
1.07806 -3.76802 2.70914 2.95644
1.07563 -3.77242 2.70435 2.95789
1.07306 -3.77337 2.71529 2.97698
1.0709 -3.77077 2.73976 3.00983
1.06957 -3.76463 2.77424 3.05152
1.06914 -3.75639 2.81299 3.09537
1.0695 -3.74776 2.85058 3.13568
1.07058 -3.73962 2.88317 3.16834
1.07218 -3.73324 2.90708 3.18984
1.07361 -3.72894 2.92344 3.20354
1.07408 -3.72705 2.93598 3.21588
1.07352 -3.72627 2.95029 3.23323
1.07243 -3.72364 2.97223 3.26059
1.07126 -3.71952 3.0006 3.2953
1.07024 -3.7137 3.03478 3.33599
1.06958 -3.70642 3.07285 3.37996
1.06952 -3.69783 3.11201 3.42322
1.07526 -3.68164 3.15145 3.44808
1.07689 -3.6742 3.17737 3.47119
1.07909 -3.66996 3.1893 3.47711
1.08124 -3.66856 3.18915 3.47004
1.08262 -3.67024 3.18024 3.45591
1.08284 -3.67417 3.16843 3.44239
1.08193 -3.67873 3.16011 3.43625
1.08026 -3.68156 3.16108 3.44261
1.0784 -3.68197 3.17209 3.46056
1.07698 -3.67961 3.19131 3.48613
1.07647 -3.67491 3.21428 3.51289
1.07699 -3.66975 3.2344 3.53316
1.07826 -3.66528 3.24786 3.5437
1.07967 -3.66276 3.25323 3.5449
1.08061 -3.66214 3.2533 3.54191
1.08068 -3.66333 3.25173 3.53995
1.07982 -3.66448 3.25482 3.54614
1.07823 -3.66426 3.26682 3.56448
1.07629 -3.66132 3.29025 3.5965
1.0746 -3.65565 3.32311 3.63814
1.07368 -3.647 3.36207 3.68393
1.07381 -3.63728 3.39977 3.72482
1.07492 -3.62764 3.43068 3.75477
1.07683 -3.62001 3.44906 3.76821
1.07926 -3.6153 3.45196 3.76289
1.08202 -3.61385 3.43804 3.73816
1.08492 -3.61722 3.40465 3.69194
1.08759 -3.62478 3.35465 3.6288
1.08948 -3.63647 3.29197 3.55482
1.09026 -3.65113 3.22325 3.47812
1.08992 -3.66685 3.15591 3.40653
1.08866 -3.68144 3.09672 3.3465
1.08677 -3.69407 3.04912 3.30078
1.08452 -3.70453 3.01459 3.27018
1.08213 -3.71133 2.99588 3.25706
1.07982 -3.71454 2.99233 3.26015
1.07774 -3.71412 3.00294 3.27804
1.07598 -3.71058 3.02532 3.30786
1.07468 -3.70459 3.05618 3.34564
1.07408 -3.6967 3.09141 3.38611
1.07446 -3.68772 3.1254 3.42213
1.07598 -3.67938 3.15075 3.44502
1.07845 -3.67321 3.16166 3.44902
1.08141 -3.67058 3.15485 3.43219
1.08419 -3.67252 3.1301 3.39651
1.08615 -3.67918 3.09122 3.34828
1.08676 -3.68804 3.048 3.29961
1.08599 -3.69833 3.00676 3.25729
1.08426 -3.70797 2.97393 3.22686
1.08217 -3.71448 2.9543 3.21175
1.08513 -3.71061 2.95127 3.1997
1.08329 -3.71097 2.95624 3.21051
1.08168 -3.7079 2.97301 3.23354
1.08027 -3.70258 2.99879 3.26583
1.07922 -3.69562 3.03087 3.30398
1.07884 -3.68686 3.06647 3.34396
1.07936 -3.67733 3.1002 3.37911
1.08067 -3.66844 3.12697 3.40419
1.08225 -3.66209 3.14324 3.4169
1.08351 -3.6579 3.15136 3.42172
1.08425 -3.65545 3.15395 3.4222
1.08479 -3.65437 3.15169 3.41804
1.08565 -3.6539 3.14407 3.40709
1.08691 -3.6549 3.12844 3.38623
1.08806 -3.65806 3.10505 3.35734
1.08852 -3.66265 3.07872 3.32747
1.08808 -3.66799 3.05416 3.30226
1.08705 -3.67272 3.03534 3.28504
1.08593 -3.67569 3.02392 3.27603
1.08508 -3.6772 3.01835 3.27257
1.08442 -3.67771 3.0176 3.27375
1.08364 -3.67666 3.02381 3.28285
1.08246 -3.67463 3.03786 3.3017
1.08091 -3.6707 3.06244 3.33317
1.07944 -3.66462 3.09685 3.37524
1.07866 -3.65604 3.13811 3.42266
1.07898 -3.64609 3.17978 3.46708
1.0802 -3.63719 3.21486 3.50139
1.08165 -3.62993 3.24219 3.52642
1.08268 -3.62498 3.26267 3.5453
1.08314 -3.62173 3.27901 3.56154
1.08354 -3.61907 3.2921 3.57446
1.08448 -3.61657 3.29953 3.57941
1.086 -3.61597 3.29637 3.57098
1.08761 -3.61744 3.28279 3.55102
1.08896 -3.62115 3.25992 3.52188
1.09009 -3.62703 3.22873 3.48458
1.09116 -3.63496 3.18961 3.43899
1.09221 -3.64415 3.14423 3.38678
1.09306 -3.65496 3.0934 3.32946
1.09333 -3.66718 3.04039 3.27159
1.09268 -3.68046 2.9897 3.21897
1.09095 -3.69226 2.94969 3.18091
1.08836 -3.70136 2.92511 3.16192
1.0855 -3.70645 2.9182 3.16277
1.08323 -3.70691 2.92676 3.17869
1.08218 -3.70413 2.9435 3.19998
1.08227 -3.69968 2.96214 3.21997
1.0828 -3.69595 2.97827 3.23591
1.083 -3.69267 2.99447 3.25291
1.08747 -3.682 3.0185 3.26556
1.08633 -3.67795 3.04497 3.29763
1.08512 -3.67228 3.07851 3.33767
1.08452 -3.66524 3.11545 3.3796
1.08512 -3.65679 3.15086 3.41612
1.087 -3.64936 3.17625 3.43767
1.08944 -3.64516 3.18715 3.44174
1.09131 -3.64459 3.18653 3.43518
1.09194 -3.64638 3.1816 3.42789
1.09152 -3.64904 3.17787 3.42519
1.09071 -3.65147 3.17738 3.42719
1.09002 -3.65209 3.18159 3.43391
1.0896 -3.65211 3.18747 3.44161
1.0894 -3.65109 3.19514 3.45051
1.0895 -3.6505 3.20109 3.45663
1.09006 -3.64979 3.20458 3.45861
1.09107 -3.64999 3.20246 3.45312
1.09216 -3.65189 3.19385 3.44042
1.09276 -3.65525 3.18173 3.42548
1.0925 -3.65971 3.17005 3.41369
1.09142 -3.66364 3.16417 3.41073
1.08988 -3.6657 3.16729 3.41894
1.08832 -3.66592 3.17859 3.43604
1.08711 -3.66398 3.19693 3.45972
1.08638 -3.65948 3.22127 3.48842
1.08611 -3.65398 3.24754 3.51772
1.08621 -3.64804 3.27382 3.54585
1.08651 -3.64245 3.29846 3.57156
1.08678 -3.63734 3.32169 3.59584
1.08682 -3.63242 3.34493 3.62087
1.08661 -3.62754 3.36902 3.64762
1.08639 -3.62214 3.39429 3.67575
1.08643 -3.6166 3.41842 3.70174
1.08692 -3.6109 3.43939 3.72277
1.08786 -3.60682 3.45246 3.73367
1.0892 -3.60328 3.45821 3.73532
1.09084 -3.60203 3.45282 3.72387
1.09264 -3.60356 3.43533 3.69891
1.09426 -3.60731 3.40803 3.66409
1.09525 -3.61357 3.37342 3.62358
1.09537 -3.62144 3.33652 3.58354
1.09479 -3.62953 3.3019 3.54826
1.09395 -3.63629 3.2725 3.51936
1.09325 -3.64172 3.2474 3.49461
1.09281 -3.64674 3.22409 3.47092
1.09262 -3.65123 3.20209 3.44781
1.09269 -3.65505 3.18088 3.42476
1.09299 -3.65862 3.15906 3.40034
1.09338 -3.66256 3.13559 3.37389
1.09355 -3.66806 3.10968 3.34547
1.09811 -3.66608 3.09086 3.31143
1.09686 -3.67039 3.07555 3.29877
1.09516 -3.67331 3.069 3.29686
1.09375 -3.67349 3.07123 3.3035
1.09336 -3.67117 3.07714 3.31103
1.09426 -3.66851 3.07836 3.30964
1.09612 -3.66758 3.0687 3.29366
1.09835 -3.66937 3.04632 3.26299
1.10035 -3.67474 3.01155 3.2199
1.10161 -3.6834 2.96822 3.16993
1.10184 -3.69322 2.92399 3.12204
1.10102 -3.7035 2.88372 3.08135
1.09941 -3.7126 2.85255 3.05248
1.09747 -3.71921 2.83333 3.03728
1.09562 -3.72297 2.82589 3.03442
1.0941 -3.7241 2.82858 3.04154
1.09286 -3.72279 2.84023 3.05752
1.09179 -3.71943 2.85983 3.08164
1.09082 -3.7143 2.88645 3.1131
1.09007 -3.70778 2.91821 3.14951
1.08981 -3.70044 2.95187 3.1866
1.09026 -3.69273 2.98367 3.21959
1.09144 -3.68572 3.00915 3.24357
1.0931 -3.68077 3.02471 3.25539
1.09481 -3.67821 3.03025 3.25628
1.09606 -3.67822 3.02775 3.24988
1.09645 -3.67987 3.02216 3.24272
1.09602 -3.68229 3.01767 3.23916
1.09536 -3.68337 3.01773 3.24119
1.09524 -3.68366 3.01857 3.24245
1.09601 -3.68392 3.0157 3.23708
1.09731 -3.68545 3.0061 3.22296
1.09828 -3.68942 2.99044 3.20336
1.0981 -3.69445 2.9762 3.1886
1.09656 -3.69904 2.97067 3.18716
1.09413 -3.7012 2.97909 3.20329
1.09169 -3.70005 3.00133 3.23441
1.09 -3.69493 3.0346 3.27535
1.08941 -3.68691 3.07276 3.31833
1.08987 -3.67832 3.10835 3.35533
1.09115 -3.67062 3.13652 3.38178
1.0929 -3.66487 3.15437 3.39558
1.09465 -3.66177 3.16132 3.39762
1.09583 -3.66166 3.15946 3.39196
1.09612 -3.66303 3.15464 3.3859
1.09568 -3.66415 3.15174 3.38413
1.09513 -3.66479 3.15051 3.38452
1.0951 -3.66476 3.14857 3.38252
1.09586 -3.66478 3.14188 3.37301
1.09705 -3.66571 3.12832 3.35478
1.103 -3.66163 3.11164 3.3189
1.10322 -3.66655 3.08836 3.29342
1.10273 -3.67127 3.06803 3.2732
1.10175 -3.67551 3.05241 3.25942
1.10052 -3.67793 3.04429 3.2544
1.09919 -3.67904 3.04296 3.25691
1.09789 -3.67812 3.04932 3.26758
1.09677 -3.675 3.06286 3.28544
1.096 -3.67051 3.08079 3.30699
1.0957 -3.66489 3.10097 3.32956
1.09589 -3.65858 3.12103 3.35052
1.09644 -3.65239 3.13863 3.36772
1.09715 -3.64694 3.15259 3.38051
1.0978 -3.64246 3.16304 3.38971
1.09826 -3.63906 3.17059 3.39637
1.09859 -3.6365 3.17589 3.40103
1.09906 -3.63423 3.17896 3.40285
1.10009 -3.63273 3.17648 3.39703
1.10184 -3.6324 3.1651 3.37947
1.10398 -3.63496 3.14123 3.34749
1.10584 -3.64116 3.10558 3.30394
1.10696 -3.65021 3.06272 3.25505
1.10724 -3.66081 3.01782 3.20652
1.10675 -3.67202 2.97499 3.16241
1.10555 -3.68198 2.93979 3.12838
1.10375 -3.6902 2.91505 3.10711
1.10162 -3.6959 2.90284 3.10009
1.09956 -3.69853 2.9033 3.10638
1.09793 -3.69781 2.91502 3.12354
1.09686 -3.69417 2.93529 3.14835
1.09619 -3.6895 2.95984 3.17659
1.0957 -3.68388 2.98835 3.20865
1.09514 -3.67764 3.0208 3.24514
1.0944 -3.67009 3.05901 3.2884
1.09354 -3.66172 3.10238 3.33767
1.0927 -3.65218 3.151 3.39256
1.09209 -3.6409 3.20463 3.45222
1.09183 -3.62882 3.26023 3.51298
1.09197 -3.61685 3.31464 3.57114
1.09259 -3.60485 3.3662 3.62464
1.09373 -3.59364 3.41153 3.66962
1.09531 -3.58406 3.44765 3.70313
1.09703 -3.57678 3.47317 3.72468
1.09857 -3.57251 3.4878 3.73513
1.09975 -3.57052 3.49398 3.73773
1.10061 -3.57052 3.49296 3.7337
1.1014 -3.57134 3.48658 3.72424
1.10233 -3.57339 3.4733 3.7069
1.1035 -3.5768 3.45219 3.68046
1.10477 -3.58232 3.42212 3.64422
1.11079 -3.58201 3.38972 3.59015
1.11117 -3.59069 3.34981 3.54667
1.11076 -3.59988 3.31138 3.50729
1.10961 -3.60818 3.27932 3.47693
1.10795 -3.61525 3.25552 3.45684
1.10612 -3.61949 3.24287 3.44913
1.10441 -3.62094 3.24037 3.45181
1.10312 -3.62006 3.2453 3.46111
1.10252 -3.6171 3.25443 3.47272
1.1028 -3.61324 3.26247 3.48042
1.10392 -3.60992 3.26425 3.47877
1.10555 -3.60886 3.25568 3.46452
1.10715 -3.60944 3.23876 3.44153
1.10825 -3.61275 3.21414 3.412
1.10864 -3.61765 3.18633 3.38127
1.10848 -3.62345 3.1582 3.35191
1.10806 -3.62858 3.13304 3.32647
1.10765 -3.63291 3.11091 3.30421
1.10728 -3.63731 3.0905 3.28362
1.10675 -3.64075 3.07474 3.26842
1.10574 -3.64388 3.06486 3.2609
1.10414 -3.64499 3.06605 3.26689
1.10229 -3.64363 3.07945 3.28668
1.10086 -3.63941 3.10325 3.3164
1.10037 -3.63341 3.13158 3.34814
1.10074 -3.62652 3.16022 3.37763
1.10133 -3.6201 3.18699 3.40442
1.10169 -3.61482 3.212 3.43003
1.10186 -3.61005 3.23639 3.45554
1.10211 -3.60516 3.26025 3.48022
1.10245 -3.60096 3.28156 3.50188
1.10267 -3.59731 3.30101 3.52194
1.1026 -3.59408 3.31984 3.54226
1.10226 -3.59049 3.33983 3.56467
1.10195 -3.58674 3.35988 3.58711
1.10214 -3.58194 3.37884 3.60672
1.10354 -3.57738 3.38928 3.61325
1.10668 -3.57533 3.38093 3.59412
1.11115 -3.57754 3.34733 3.54411
1.11546 -3.58722 3.28629 3.46604
1.11813 -3.60312 3.20809 3.37549
1.11872 -3.62268 3.12478 3.28608
1.11774 -3.64295 3.04606 3.20611
1.1158 -3.66226 2.9772 3.13907
1.11326 -3.67826 2.92403 3.09005
1.11026 -3.69055 2.88871 3.06099
1.10697 -3.69828 2.87356 3.05397
1.10371 -3.70138 2.87814 3.06788
1.1009 -3.69937 2.90112 3.10028
1.09896 -3.69298 2.93764 3.14484
1.10316 -3.67632 2.985 3.18337
1.10355 -3.66585 3.02805 3.22815
1.10467 -3.65608 3.06572 3.26498
1.10582 -3.64791 3.09729 3.29519
1.10658 -3.642 3.1232 3.32046
1.10709 -3.6368 3.14628 3.34344
1.10772 -3.63244 3.16513 3.36157
1.10861 -3.62913 3.17812 3.37267
1.10964 -3.62724 3.18431 3.37608
1.11069 -3.62707 3.18342 3.37195
1.11167 -3.62768 3.17761 3.36283
1.1123 -3.63034 3.16662 3.3493
1.11203 -3.63426 3.15582 3.33868
1.11047 -3.63746 3.15371 3.34115
1.10784 -3.63798 3.16689 3.36309
1.1049 -3.63477 3.19696 3.40404
1.10248 -3.62685 3.24261 3.46022
1.10099 -3.61537 3.29814 3.52425
1.10043 -3.60203 3.35744 3.58944
1.10073 -3.58797 3.41564 3.65066
1.10202 -3.57402 3.4676 3.70186
1.10448 -3.56197 3.50586 3.73438
1.10795 -3.55371 3.524 3.74195
1.11171 -3.55073 3.51964 3.72467
1.11482 -3.55322 3.49616 3.68951
1.11663 -3.56023 3.46061 3.64606
1.11702 -3.56998 3.42096 3.60303
1.11621 -3.58048 3.38441 3.56714
1.11448 -3.58926 3.35787 3.54464
1.11218 -3.59611 3.34329 3.53656
1.10964 -3.59934 3.34387 3.54525
1.10724 -3.59883 3.35882 3.56884
1.10529 -3.59477 3.38571 3.60375
1.10404 -3.58773 3.42069 3.64509
1.10363 -3.57848 3.45923 3.68755
1.1042 -3.56858 3.49492 3.72367
1.10594 -3.56003 3.51995 3.74443
1.10878 -3.55439 3.52805 3.74343
1.11212 -3.55246 3.51716 3.72066
1.11508 -3.55538 3.4882 3.68025
1.11688 -3.56362 3.44561 3.62944
1.11717 -3.57378 3.40095 3.58149
1.11604 -3.58419 3.36182 3.54386
1.11399 -3.59345 3.33304 3.51999
1.11175 -3.59965 3.31757 3.51071
1.11003 -3.60204 3.31402 3.51239
1.10922 -3.60193 3.31677 3.51787
1.10917 -3.60091 3.32097 3.52247
1.10939 -3.59975 3.32529 3.52637
1.10947 -3.5987 3.3303 3.53141
