T_inst E_tot P Z
0.448551 -5.6166 -2.62092 -6.87422
0.448554 -5.61417 -2.60743 -6.8388
0.44853 -5.61193 -2.594 -6.80393
0.44848 -5.60969 -2.58021 -6.7685
0.448405 -5.60732 -2.56575 -6.7317
0.448297 -5.60491 -2.55066 -6.69373
0.448157 -5.60217 -2.53436 -6.65303
0.447993 -5.59947 -2.51742 -6.61098
0.447818 -5.59654 -2.4994 -6.56623
0.44766 -5.59345 -2.4806 -6.51914
0.447556 -5.59015 -2.4612 -6.46964
0.447544 -5.58653 -2.44147 -6.41797
0.447656 -5.58251 -2.42181 -6.36468
0.447895 -5.57901 -2.40422 -6.31508
0.448238 -5.57621 -2.38939 -6.27132
0.448635 -5.57348 -2.37638 -6.23166
0.44901 -5.57146 -2.36612 -6.19957
0.449295 -5.57016 -2.35822 -6.17495
0.449441 -5.56903 -2.35121 -6.15459
0.44944 -5.5682 -2.34483 -6.13791
0.449313 -5.56714 -2.33776 -6.12114
0.449111 -5.56581 -2.32978 -6.10298
0.448897 -5.56442 -2.32129 -6.08364
0.44873 -5.56288 -2.31242 -6.06264
0.448663 -5.56106 -2.30332 -6.0397
0.448731 -5.55895 -2.29449 -6.01565
0.448935 -5.55679 -2.2868 -5.99274
0.449241 -5.55534 -2.28178 -5.97552
0.449585 -5.5543 -2.27895 -5.96354
0.449883 -5.55347 -2.27764 -5.95616
0.450059 -5.55304 -2.27765 -5.95386
0.450066 -5.55321 -2.27862 -5.95631
0.449897 -5.55347 -2.27914 -5.95989
0.449594 -5.55336 -2.27802 -5.96099
0.449241 -5.5528 -2.27515 -5.95817
0.448936 -5.55139 -2.27018 -5.94917
0.448773 -5.55007 -2.26539 -5.93877
0.448813 -5.54832 -2.26068 -5.9259
0.449059 -5.54636 -2.25713 -5.91336
0.449463 -5.54513 -2.25682 -5.90725
0.449946 -5.54406 -2.25891 -5.90636
0.455413 -5.53668 -2.26064 -5.83991
0.455807 -5.53745 -2.26919 -5.85694
0.456117 -5.53882 -2.27984 -5.88044
0.45633 -5.54075 -2.29213 -5.90936
0.45644 -5.54307 -2.30533 -5.94198
0.456449 -5.54569 -2.31889 -5.9768
0.456374 -5.54787 -2.33122 -6.00958
0.456244 -5.55015 -2.34306 -6.04182
0.456096 -5.55228 -2.35388 -6.07167
0.455972 -5.55382 -2.36304 -6.09697
0.455902 -5.55503 -2.37113 -6.11878
0.455901 -5.5562 -2.37889 -6.13883
0.455964 -5.55757 -2.38686 -6.15855
0.456065 -5.55899 -2.39488 -6.17786
0.456168 -5.56067 -2.40318 -6.19789
0.45623 -5.56229 -2.41106 -6.21734
0.45622 -5.56405 -2.41852 -6.23673
0.456123 -5.56608 -2.4255 -6.25605
0.455938 -5.56811 -2.43127 -6.27347
0.455679 -5.56965 -2.43479 -6.28613
0.455369 -5.57082 -2.43617 -6.29397
0.455032 -5.57126 -2.43477 -6.29501
0.454691 -5.57129 -2.43121 -6.29052
0.454366 -5.57058 -2.42507 -6.27914
0.454074 -5.56958 -2.41734 -6.26313
0.453827 -5.56827 -2.40817 -6.24279
0.453631 -5.56631 -2.3973 -6.21728
0.453498 -5.5645 -2.38634 -6.19066
0.453432 -5.56211 -2.37436 -6.16049
0.453439 -5.55979 -2.36279 -6.13039
0.453523 -5.55677 -2.35066 -6.09777
0.45368 -5.55443 -2.34062 -6.06963
0.453893 -5.553 -2.33322 -6.0476
0.454142 -5.55111 -2.32629 -6.02634
0.454405 -5.54996 -2.32188 -6.01142
0.454666 -5.54909 -2.31918 -6.001
0.45491 -5.5484 -2.31794 -5.99457
0.455126 -5.54825 -2.31861 -5.99346
0.455308 -5.54844 -2.32069 -5.99644
0.455445 -5.54917 -2.32431 -6.00397
0.455533 -5.55 -2.32849 -6.01363
0.455577 -5.55086 -2.33299 -6.02465
0.455581 -5.55131 -2.33689 -6.03466
0.455551 -5.55232 -2.34171 -6.04751
0.455494 -5.55345 -2.34664 -6.06102
0.455419 -5.55421 -2.35083 -6.07283
0.455348 -5.5551 -2.35519 -6.08504
0.455302 -5.55588 -2.35945 -6.09668
0.455302 -5.5564 -2.36359 -6.10737
0.455377 -5.55664 -2.36789 -6.11746
0.460526 -5.54985 -2.36959 -6.05343
0.460745 -5.5508 -2.377 -6.06944
0.461026 -5.55215 -2.38623 -6.08931
0.461286 -5.55388 -2.39705 -6.11346
0.461426 -5.55551 -2.40796 -6.13943
0.461377 -5.55772 -2.41934 -6.1691
0.461129 -5.55948 -2.42868 -6.19625
0.46073 -5.56117 -2.43618 -6.22076
0.460261 -5.56251 -2.4412 -6.23992
0.459804 -5.56291 -2.44293 -6.25056
0.459433 -5.56258 -2.44214 -6.25358
0.459197 -5.56141 -2.43918 -6.24922
0.459127 -5.56055 -2.43665 -6.24369
0.459233 -5.55917 -2.43381 -6.23497
0.459502 -5.55788 -2.43225 -6.22733
0.459901 -5.55712 -2.43318 -6.22432
0.460378 -5.55675 -2.43653 -6.22643
0.460863 -5.55715 -2.44291 -6.23614
0.461283 -5.5587 -2.4526 -6.25518
0.461578 -5.56081 -2.46407 -6.28044
0.461711 -5.5631 -2.47605 -6.30912
0.46168 -5.56591 -2.48849 -6.34125
0.461507 -5.56847 -2.49961 -6.372
0.461234 -5.57066 -2.50889 -6.39943
0.460909 -5.57257 -2.51633 -6.42293
0.460577 -5.57378 -2.52124 -6.4401
0.460267 -5.57456 -2.52416 -6.4519
0.459994 -5.57481 -2.52501 -6.45792
0.459766 -5.57485 -2.52455 -6.45994
0.459592 -5.57461 -2.52282 -6.45795
0.459484 -5.5737 -2.51943 -6.45079
0.459456 -5.57249 -2.51526 -6.4405
0.459513 -5.5714 -2.51134 -6.42968
0.459647 -5.57059 -2.50818 -6.41971
0.459838 -5.56987 -2.50562 -6.4105
0.460047 -5.56936 -2.50385 -6.40305
0.460238 -5.56931 -2.50312 -6.39854
0.460377 -5.56978 -2.50335 -6.39719
0.460453 -5.57024 -2.50334 -6.39611
0.460468 -5.57092 -2.50331 -6.39581
0.460425 -5.57195 -2.50323 -6.39623
0.460336 -5.57267 -2.50188 -6.394
0.46021 -5.57281 -2.4987 -6.38763
0.460057 -5.57256 -2.49395 -6.3776
0.459891 -5.57295 -2.48938 -6.36823
0.459716 -5.57296 -2.48331 -6.35509
0.45954 -5.57253 -2.47571 -6.33808
0.459366 -5.57209 -2.46738 -6.31914
0.459192 -5.57144 -2.45806 -6.29766
0.459018 -5.5701 -2.44701 -6.27173
0.463826 -5.56089 -2.43047 -6.16476
0.463643 -5.55914 -2.41768 -6.13475
0.463513 -5.55709 -2.40426 -6.10241
0.463455 -5.55483 -2.39077 -6.06891
0.463484 -5.55234 -2.37751 -6.03487
0.4636 -5.54995 -2.36541 -6.00266
0.463784 -5.54771 -2.3548 -5.97337
0.464003 -5.54602 -2.34642 -5.94929
0.464229 -5.54453 -2.33965 -5.92925
0.464436 -5.54336 -2.33459 -5.91379
0.464618 -5.54278 -2.33158 -5.90384
0.464769 -5.54212 -2.32929 -5.89614
0.464881 -5.54155 -2.32785 -5.89106
0.464954 -5.54134 -2.32751 -5.88928
0.464987 -5.54149 -2.32808 -5.89031
0.464986 -5.54103 -2.32782 -5.88965
0.464964 -5.541 -2.32834 -5.89125
0.464928 -5.54107 -2.32909 -5.89361
0.464885 -5.54099 -2.32956 -5.89536
0.464836 -5.54076 -2.32977 -5.89652
0.464775 -5.54076 -2.3303 -5.89862
0.464709 -5.54018 -2.32978 -5.89815
0.464661 -5.53955 -2.32924 -5.89739
0.464652 -5.539 -2.32907 -5.89706
0.464702 -5.53826 -2.32907 -5.89643
0.46483 -5.53803 -2.33074 -5.89902
0.465044 -5.53779 -2.33346 -5.90321
0.465332 -5.53781 -2.33795 -5.91089
0.465679 -5.53842 -2.34488 -5.924
0.466059 -5.53972 -2.35447 -5.94339
0.46644 -5.54127 -2.36586 -5.96725
0.466778 -5.5432 -2.37895 -5.99593
0.467029 -5.5457 -2.39367 -6.02978
0.467159 -5.54904 -2.40987 -6.06889
0.467153 -5.55231 -2.42544 -6.10819
0.467019 -5.55513 -2.43923 -6.14467
0.466776 -5.55828 -2.45211 -6.18033
0.466453 -5.56072 -2.46205 -6.2097
0.466088 -5.56273 -2.46939 -6.23308
0.465711 -5.56459 -2.47455 -6.25116
0.465353 -5.56546 -2.47623 -6.26021
0.465038 -5.56583 -2.47542 -6.26242
0.464779 -5.56566 -2.4723 -6.258
0.464574 -5.56545 -2.46795 -6.24976
0.464408 -5.56478 -2.46182 -6.23644
0.46426 -5.56389 -2.45445 -6.21975
0.464128 -5.56288 -2.44612 -6.20042
0.464022 -5.56177 -2.43712 -6.17901
0.46397 -5.56017 -2.42707 -6.15423
0.464004 -5.55867 -2.41744 -6.12937
0.469113 -5.54987 -2.40438 -6.02986
0.469306 -5.54864 -2.39657 -6.00779
0.469575 -5.54797 -2.39085 -5.99002
0.469868 -5.54719 -2.3861 -5.9744
0.470124 -5.54717 -2.38363 -5.96496
0.470289 -5.54721 -2.38188 -5.95849
0.470329 -5.54775 -2.38111 -5.95605
0.470236 -5.54837 -2.38016 -5.95485
0.470033 -5.54911 -2.37877 -5.95395
0.469759 -5.5495 -2.37597 -5.95042
0.469451 -5.54944 -2.37152 -5.94316
0.469145 -5.5486 -2.36492 -5.93049
0.468873 -5.54763 -2.35748 -5.91526
0.468656 -5.5459 -2.34832 -5.89501
0.468501 -5.54416 -2.33896 -5.87345
0.468404 -5.54227 -2.32933 -5.85047
0.468363 -5.53999 -2.31921 -5.82557
0.468377 -5.53768 -2.3094 -5.80075
0.468445 -5.53534 -2.30005 -5.77643
0.468566 -5.53287 -2.29118 -5.75266
0.468732 -5.53078 -2.28374 -5.73195
0.468925 -5.5288 -2.27733 -5.71353
0.469116 -5.52715 -2.27226 -5.69849
0.469284 -5.5257 -2.26819 -5.68623
0.469417 -5.52491 -2.26577 -5.67856
0.469516 -5.52379 -2.26323 -5.67099
0.469607 -5.52341 -2.26238 -5.66778
0.469726 -5.52288 -2.26193 -5.6652
0.469903 -5.52271 -2.26292 -5.66555
0.470155 -5.52222 -2.26451 -5.6665
0.470468 -5.52224 -2.26826 -5.67209
0.470797 -5.52289 -2.27429 -5.68319
0.47108 -5.52428 -2.28249 -5.70028
0.471253 -5.5259 -2.29146 -5.72056
0.471273 -5.52778 -2.30059 -5.74312
0.471123 -5.52906 -2.30781 -5.76298
0.470831 -5.53039 -2.31374 -5.78138
0.470451 -5.53156 -2.31778 -5.79614
0.470047 -5.53221 -2.31933 -5.80502
0.469682 -5.53262 -2.31911 -5.80897
0.469404 -5.53188 -2.31601 -5.80465
0.469237 -5.53087 -2.31194 -5.7965
0.469185 -5.52986 -2.30786 -5.78689
0.469239 -5.52869 -2.30383 -5.77615
0.469386 -5.52752 -2.30052 -5.76603
0.46961 -5.52659 -2.29861 -5.75849
0.469897 -5.52633 -2.29903 -5.75604
0.47023 -5.52598 -2.30069 -5.75611
0.470579 -5.52661 -2.30536 -5.76351
0.470908 -5.52735 -2.31143 -5.77464
0.476164 -5.52093 -2.31462 -5.7188
0.476302 -5.52265 -2.32343 -5.73889
0.476323 -5.52451 -2.33231 -5.76056
0.476219 -5.52647 -2.34066 -5.78245
0.475992 -5.52833 -2.34768 -5.80257
0.47566 -5.52981 -2.35256 -5.81868
0.475258 -5.53042 -2.35426 -5.82782
0.474829 -5.53067 -2.3536 -5.83144
0.474422 -5.53033 -2.35032 -5.82832
0.474074 -5.52959 -2.345 -5.8194
0.47381 -5.52872 -2.33845 -5.80636
0.473645 -5.5271 -2.32996 -5.78731
0.473572 -5.52506 -2.32045 -5.76456
0.47357 -5.52259 -2.31012 -5.73893
0.473606 -5.5207 -2.30078 -5.71531
0.473644 -5.51846 -2.29091 -5.69033
0.473665 -5.51645 -2.28144 -5.66656
0.473671 -5.51412 -2.2715 -5.64179
0.473692 -5.51215 -2.26237 -5.61886
0.473768 -5.51035 -2.25409 -5.59742
0.473933 -5.50879 -2.2472 -5.57836
0.474197 -5.50703 -2.24133 -5.56068
0.474546 -5.50585 -2.23808 -5.54853
0.474952 -5.50571 -2.23842 -5.54464
0.475377 -5.5056 -2.24062 -5.54513
0.475797 -5.50611 -2.24561 -5.55256
0.4762 -5.50782 -2.25423 -5.56917
0.47658 -5.50934 -2.26398 -5.5888
0.476921 -5.51149 -2.27597 -5.61438
0.477196 -5.51445 -2.29015 -5.64609
0.477361 -5.51776 -2.30512 -5.68103
0.47737 -5.52139 -2.32016 -5.71799
0.477194 -5.525 -2.33389 -5.75394
0.476842 -5.52866 -2.34577 -5.78752
0.47635 -5.53158 -2.35399 -5.8138
0.475772 -5.53362 -2.35809 -5.83098
0.475175 -5.53435 -2.35737 -5.83653
0.474619 -5.5347 -2.35365 -5.83416
0.474161 -5.53413 -2.34654 -5.82216
0.47384 -5.53265 -2.33665 -5.80154
0.47368 -5.53108 -2.32606 -5.7772
0.473684 -5.52894 -2.31461 -5.74871
0.473826 -5.52726 -2.3046 -5.72214
0.474067 -5.52517 -2.29496 -5.6953
0.474362 -5.52317 -2.28673 -5.67134
0.474666 -5.52218 -2.28152 -5.65481
0.474946 -5.52185 -2.27871 -5.64451
0.475189 -5.52167 -2.27736 -5.63827
0.475387 -5.52193 -2.27778 -5.63698
0.475536 -5.52255 -2.27975 -5.64009
0.480618 -5.51588 -2.27845 -5.57726
0.480635 -5.51677 -2.2819 -5.58551
0.48063 -5.51766 -2.28573 -5.59493
0.480625 -5.51877 -2.29031 -5.60619
0.480642 -5.51944 -2.2946 -5.6165
0.480694 -5.52006 -2.29935 -5.62753
0.480771 -5.52112 -2.30541 -5.64146
0.480851 -5.5225 -2.3125 -5.65786
0.480908 -5.52373 -2.31959 -5.67453
0.480909 -5.52521 -2.32707 -5.69282
0.480833 -5.5265 -2.33383 -5.71026
0.480679 -5.52799 -2.34015 -5.72757
0.480457 -5.52931 -2.34519 -5.74254
0.4802 -5.52988 -2.34781 -5.75205
0.479949 -5.53033 -2.34913 -5.75828
0.47974 -5.52987 -2.34798 -5.75796
0.479597 -5.5294 -2.34611 -5.7551
0.479517 -5.52876 -2.34343 -5.74949
0.479476 -5.52811 -2.34033 -5.74237
0.479445 -5.5271 -2.3362 -5.73261
0.479403 -5.52651 -2.33232 -5.72359
0.479337 -5.52524 -2.32672 -5.71065
0.479246 -5.52401 -2.32057 -5.69663
0.479134 -5.52275 -2.31375 -5.68119
0.479006 -5.52143 -2.30618 -5.66412
0.47887 -5.52038 -2.2984 -5.64663
0.47873 -5.51863 -2.28882 -5.62475
0.478587 -5.51665 -2.27827 -5.60047
0.478456 -5.51487 -2.26756 -5.57567
0.47835 -5.51274 -2.2559 -5.54824
0.47828 -5.51066 -2.24416 -5.52016
0.478254 -5.50789 -2.23128 -5.48878
0.478276 -5.50552 -2.21931 -5.4591
0.478351 -5.50323 -2.20798 -5.43037
0.478481 -5.50079 -2.1971 -5.40214
0.478669 -5.49849 -2.18738 -5.37614
0.478909 -5.49714 -2.18038 -5.35624
0.479178 -5.49537 -2.17386 -5.33723
0.479445 -5.49403 -2.16919 -5.3228
0.479673 -5.49317 -2.16628 -5.31312
0.479834 -5.49252 -2.16438 -5.30668
0.479915 -5.49214 -2.16331 -5.30318
0.479928 -5.4921 -2.16295 -5.30215
0.479906 -5.49188 -2.16235 -5.30092
0.479893 -5.49164 -2.16187 -5.29988
0.479928 -5.49147 -2.16184 -5.29942
0.480033 -5.49119 -2.16219 -5.29913
0.480211 -5.49084 -2.16322 -5.29969
0.480436 -5.49131 -2.16649 -5.30522
0.480648 -5.49165 -2.17022 -5.312
0.485769 -5.48516 -2.171 -5.25788
0.485741 -5.48627 -2.17572 -5.26961
0.485564 -5.48721 -2.17913 -5.2798
0.485251 -5.48776 -2.18045 -5.28641
0.48485 -5.48799 -2.17956 -5.28863
0.484424 -5.48813 -2.17691 -5.28684
0.484038 -5.48773 -2.17197 -5.27905
0.48375 -5.48605 -2.16395 -5.26269
0.483588 -5.48405 -2.15498 -5.24263
0.483555 -5.48177 -2.14563 -5.22023
0.48364 -5.47982 -2.13735 -5.19918
0.483822 -5.47768 -2.12962 -5.17842
0.484085 -5.47618 -2.12414 -5.16229
0.484418 -5.47463 -2.12004 -5.14877
0.484814 -5.47366 -2.11858 -5.14103
0.48525 -5.47336 -2.12003 -5.13994
0.485688 -5.47402 -2.12483 -5.14693
0.486075 -5.47499 -2.13157 -5.15915
0.486352 -5.47671 -2.14051 -5.17781
0.486475 -5.47877 -2.15028 -5.20015
0.486434 -5.48111 -2.16016 -5.22447
0.486254 -5.48349 -2.16925 -5.2484
0.485984 -5.48556 -2.17666 -5.26925
0.485685 -5.48717 -2.18208 -5.28564
0.485405 -5.48819 -2.18542 -5.29679
0.485171 -5.48894 -2.18738 -5.30407
0.484982 -5.48927 -2.18781 -5.3072
0.484825 -5.4893 -2.18703 -5.30703
0.484683 -5.48888 -2.18483 -5.30323
0.484542 -5.48846 -2.18195 -5.29778
0.484397 -5.48759 -2.17765 -5.28893
0.484249 -5.4867 -2.17273 -5.27859
0.484105 -5.48559 -2.16689 -5.26598
0.483978 -5.48404 -2.1599 -5.25036
0.483892 -5.48277 -2.15321 -5.23502
0.483883 -5.48108 -2.14599 -5.21758
0.483974 -5.47962 -2.13976 -5.20144
0.484166 -5.47819 -2.13453 -5.18668
0.484435 -5.47667 -2.13035 -5.17364
0.484737 -5.47558 -2.12809 -5.16494
0.485033 -5.47517 -2.12809 -5.16178
0.485307 -5.4756 -2.13047 -5.16464
0.485552 -5.47614 -2.13383 -5.17016
0.485762 -5.47705 -2.13839 -5.17898
0.485915 -5.47839 -2.14395 -5.19082
0.485971 -5.47972 -2.14928 -5.20312
0.485905 -5.48094 -2.1537 -5.21453
0.485708 -5.48223 -2.157 -5.22464
0.485399 -5.4836 -2.15884 -5.23243
0.485029 -5.48379 -2.15695 -5.23183
0.489641 -5.47659 -2.14926 -5.16408
0.489317 -5.47597 -2.14287 -5.15213
0.489152 -5.475 -2.13527 -5.13558
0.489166 -5.47372 -2.12715 -5.11593
0.489303 -5.47224 -2.11917 -5.09528
0.489465 -5.47105 -2.11214 -5.07671
0.489566 -5.47031 -2.10612 -5.06118
0.489587 -5.46997 -2.10082 -5.04823
0.489573 -5.46923 -2.09497 -5.03433
0.489591 -5.46894 -2.09029 -5.02291
0.489688 -5.46815 -2.0856 -5.01062
0.48987 -5.46794 -2.08306 -5.00267
0.490109 -5.46778 -2.08195 -4.99757
0.490356 -5.46795 -2.08269 -4.99682
0.490556 -5.46849 -2.0851 -5.00056
0.490673 -5.4693 -2.08862 -5.00782
0.490692 -5.47008 -2.09241 -5.01672
0.490623 -5.47111 -2.09658 -5.02741
0.490489 -5.47201 -2.10028 -5.03766
0.49032 -5.47251 -2.10296 -5.04582
0.490148 -5.47276 -2.10485 -5.05213
0.490005 -5.47288 -2.10627 -5.05702
0.489924 -5.47271 -2.10719 -5.06007
0.489926 -5.47248 -2.10828 -5.06267
0.490016 -5.47211 -2.10974 -5.06525
0.490175 -5.47172 -2.11194 -5.06888
0.490365 -5.47206 -2.11619 -5.07711
0.49053 -5.47246 -2.12118 -5.08737
0.490633 -5.47322 -2.12714 -5.10059
0.490661 -5.47425 -2.13364 -5.11588
0.490626 -5.47517 -2.13984 -5.13112
0.490555 -5.47633 -2.14628 -5.14731
0.490468 -5.47683 -2.15138 -5.16045
0.490389 -5.47741 -2.15651 -5.17358
0.490337 -5.47797 -2.16157 -5.18627
0.490329 -5.4787 -2.16705 -5.19952
0.490383 -5.47939 -2.17286 -5.21287
0.490514 -5.48005 -2.17923 -5.22677
0.490724 -5.48081 -2.18664 -5.24229
0.491001 -5.48191 -2.19563 -5.26087
0.491315 -5.48334 -2.20618 -5.28277
0.491619 -5.48514 -2.21819 -5.30825
0.491856 -5.48787 -2.23215 -5.33907
0.491956 -5.49046 -2.24559 -5.37014
0.491853 -5.4933 -2.25829 -5.40164
0.491514 -5.4961 -2.26885 -5.43064
0.490941 -5.49815 -2.2752 -5.45218
0.490175 -5.49947 -2.2768 -5.46454
0.489298 -5.49972 -2.27277 -5.46466
0.488413 -5.49886 -2.26325 -5.45164
0.492603 -5.48871 -2.24319 -5.35736
0.491985 -5.48486 -2.22304 -5.31589
0.491643 -5.48026 -2.20041 -5.26544
0.4916 -5.47513 -2.17683 -5.20947
0.491821 -5.47009 -2.15429 -5.15321
0.492236 -5.46531 -2.13372 -5.09971
0.492758 -5.46121 -2.11614 -5.05234
0.493298 -5.45768 -2.10142 -5.01169
0.493793 -5.45494 -2.08973 -4.97883
0.494199 -5.45323 -2.08124 -4.95453
0.494506 -5.45236 -2.07533 -4.93739
0.494729 -5.4517 -2.07074 -4.92425
0.494899 -5.45105 -2.06705 -4.91378
0.495057 -5.45118 -2.06561 -4.90879
0.495229 -5.45109 -2.06483 -4.90524
0.495422 -5.45128 -2.06565 -4.90526
0.495624 -5.45183 -2.0682 -4.90932
0.495812 -5.45285 -2.07253 -4.91774
0.495964 -5.45447 -2.07871 -4.9309
0.496068 -5.45612 -2.08556 -4.94609
0.496118 -5.45773 -2.09267 -4.96245
0.496109 -5.45939 -2.09998 -4.97989
0.496042 -5.46125 -2.10749 -4.99836
0.495916 -5.46285 -2.11417 -5.01548
0.495737 -5.46433 -2.12002 -5.03118
0.495521 -5.46545 -2.12456 -5.04415
0.495296 -5.46619 -2.12772 -5.05395
0.495093 -5.46667 -2.12982 -5.06101
0.494949 -5.46657 -2.13058 -5.06428
0.49489 -5.46665 -2.13159 -5.0673
0.494932 -5.46661 -2.13271 -5.06954
0.495067 -5.4668 -2.13485 -5.07322
0.495262 -5.46679 -2.13741 -5.07731
0.495477 -5.46733 -2.14171 -5.08531
0.49567 -5.46838 -2.14749 -5.09706
0.495802 -5.46941 -2.15363 -5.11028
0.495859 -5.47069 -2.16032 -5.12555
0.495845 -5.47215 -2.16718 -5.14197
0.495788 -5.47353 -2.17367 -5.15797
0.49573 -5.47461 -2.17947 -5.17235
0.495711 -5.47564 -2.18515 -5.18603
0.495764 -5.47678 -2.19122 -5.19988
0.495891 -5.47812 -2.19806 -5.21476
0.496068 -5.47938 -2.20523 -5.22991
0.496244 -5.48091 -2.21318 -5.2469
0.496354 -5.4829 -2.22183 -5.26624
0.496344 -5.48459 -2.22934 -5.28414
0.496178 -5.48671 -2.23633 -5.30249
0.495851 -5.48857 -2.24103 -5.31714
0.49539 -5.49008 -2.24288 -5.32648
0.499822 -5.48293 -2.23588 -5.26276
0.499203 -5.48245 -2.22901 -5.25311
0.498615 -5.48123 -2.21844 -5.23436
0.498111 -5.47888 -2.20393 -5.20538
0.497732 -5.47621 -2.1874 -5.17028
0.4975 -5.47295 -2.16901 -5.12921
0.497422 -5.46945 -2.14998 -5.085
0.497494 -5.46571 -2.13086 -5.03905
0.497688 -5.462 -2.11257 -4.99386
0.497961 -5.45895 -2.09644 -4.95299
0.498257 -5.45603 -2.0816 -4.91502
0.498503 -5.45322 -2.06779 -4.88
0.498628 -5.45118 -2.05564 -4.85011
0.498599 -5.44924 -2.04347 -4.82167
0.498425 -5.44711 -2.03037 -4.79243
0.498156 -5.44498 -2.01643 -4.76211
0.497874 -5.44234 -2.00093 -4.72816
0.497665 -5.43914 -1.98417 -4.69054
0.497594 -5.43528 -1.96661 -4.64968
0.497703 -5.43196 -1.95097 -4.6117
0.497998 -5.42857 -1.93688 -4.57569
0.498441 -5.42575 -1.92584 -4.54556
0.498963 -5.423 -1.91715 -4.52031
0.49948 -5.42142 -1.91247 -4.50461
0.499896 -5.42098 -1.91122 -4.49791
0.500143 -5.42083 -1.9112 -4.49566
0.500187 -5.42118 -1.91198 -4.4971
0.50004 -5.42139 -1.91177 -4.49792
0.499756 -5.42133 -1.90984 -4.49594
0.499412 -5.42084 -1.90583 -4.48958
0.49909 -5.41986 -1.89972 -4.47809
0.498843 -5.41849 -1.892 -4.46209
0.498697 -5.41663 -1.88286 -4.44185
0.498651 -5.41474 -1.87342 -4.41997
0.498697 -5.41258 -1.86358 -4.39634
0.498827 -5.41037 -1.85404 -4.37271
0.499023 -5.40848 -1.84569 -4.3513
0.499265 -5.40722 -1.83927 -4.33408
0.499524 -5.40582 -1.83359 -4.31843
0.499766 -5.40526 -1.83031 -4.30862
0.49998 -5.40503 -1.82856 -4.30267
0.500177 -5.40507 -1.82833 -4.30044
0.500376 -5.40537 -1.8297 -4.30195
0.500601 -5.40595 -1.83292 -4.30756
0.500869 -5.40709 -1.8387 -4.31884
0.501173 -5.40804 -1.84589 -4.3331
0.501481 -5.40961 -1.85586 -4.35384
0.501755 -5.41158 -1.86805 -4.38003
0.501964 -5.41416 -1.88255 -4.4122
0.502102 -5.41722 -1.89888 -4.44924
0.507173 -5.41269 -1.91153 -4.43411
0.507193 -5.41598 -1.92948 -4.47557
0.507231 -5.4193 -1.94808 -4.51838
0.507313 -5.42253 -1.96723 -4.56206
0.507437 -5.42598 -1.9875 -4.60793
0.50758 -5.42925 -2.00814 -4.65446
0.507703 -5.43313 -2.03018 -4.70441
0.507769 -5.43721 -2.05259 -4.75573
0.507751 -5.4408 -2.07372 -4.80486
0.507634 -5.44457 -2.0942 -4.85344
0.507414 -5.44846 -2.11342 -4.90011
0.507097 -5.45223 -2.13056 -4.94293
0.506685 -5.45541 -2.14433 -4.97892
0.506176 -5.45798 -2.15433 -5.00716
0.505579 -5.45996 -2.16022 -5.02677
0.5049 -5.46085 -2.16086 -5.03504
0.504148 -5.46101 -2.15665 -5.03271
0.503355 -5.45966 -2.14623 -5.01629
0.50257 -5.45755 -2.13109 -4.98869
0.501867 -5.45404 -2.11069 -4.94786
0.501353 -5.44903 -2.08583 -4.89459
0.501149 -5.44371 -2.05992 -4.83576
0.50135 -5.43783 -2.03419 -4.77344
0.501942 -5.43203 -2.01119 -4.71391
0.502756 -5.42766 -1.9938 -4.66558
0.503553 -5.42428 -1.981 -4.62828
0.504171 -5.42228 -1.97273 -4.60333
0.504589 -5.42126 -1.96773 -4.58784
0.504873 -5.42081 -1.96505 -4.57902
0.505089 -5.42064 -1.96409 -4.57482
0.505277 -5.42087 -1.96502 -4.57529
0.505432 -5.42122 -1.96723 -4.57902
0.505531 -5.42191 -1.97085 -4.58656
0.505564 -5.42281 -1.97537 -4.59677
0.505525 -5.42351 -1.97979 -4.60742
0.505435 -5.42441 -1.98461 -4.61946
0.505329 -5.42512 -1.98911 -4.63091
0.505242 -5.42538 -1.99292 -4.64058
0.505192 -5.42592 -1.99737 -4.65139
0.505176 -5.42604 -2.00129 -4.66067
0.505184 -5.4263 -2.00568 -4.67082
0.505194 -5.42622 -2.00961 -4.67987
0.505198 -5.42625 -2.01376 -4.6895
0.505194 -5.42641 -2.01809 -4.69962
0.505192 -5.427 -2.02305 -4.7112
0.505196 -5.4275 -2.02771 -4.72202
0.505202 -5.42785 -2.03192 -4.73176
0.505197 -5.42814 -2.03568 -4.74057
0.505172 -5.42802 -2.03828 -4.74685
0.505127 -5.42807 -2.04056 -4.75257
0.510049 -5.42109 -2.03856 -4.70211
0.509956 -5.42133 -2.03949 -4.70512
0.509892 -5.42135 -2.03937 -4.70543
0.509867 -5.42083 -2.03781 -4.70204
0.509872 -5.42065 -2.03642 -4.6988
0.509888 -5.42063 -2.03496 -4.69529
0.509887 -5.42043 -2.03283 -4.69038
0.509857 -5.42023 -2.03031 -4.68485
0.509806 -5.4199 -2.02724 -4.67822
0.509755 -5.41974 -2.02423 -4.67175
0.509728 -5.41941 -2.02094 -4.66441
0.509753 -5.41873 -2.01743 -4.65606
0.509855 -5.41829 -2.01507 -4.6497
0.510046 -5.41782 -2.01383 -4.64508
0.510335 -5.41791 -2.01514 -4.64549
0.510728 -5.41852 -2.01934 -4.65158
0.511212 -5.41992 -2.0272 -4.66527
0.511749 -5.42161 -2.03795 -4.68509
