Time N1 N2 N3
166.75 50 5 23
166.8 50 5 23
166.85 50 5 23
166.9 50 5 23
166.95 50 5 23
167 50 5 23
167.05 50 5 23
167.1 50 5 23
167.15 50 5 23
167.2 50 5 23
167.25 50 5 23
167.3 50 5 23
167.35 50 5 23
167.4 50 5 23
167.45 50 5 23
167.5 50 5 23
167.55 50 5 23
167.6 50 5 23
167.65 50 5 23
167.7 50 5 23
167.75 50 5 23
167.8 50 5 23
167.85 50 5 23
167.9 50 5 23
167.95 50 5 23
168 50 5 23
168.05 50 5 23
168.1 50 5 23
168.15 50 5 23
168.2 50 5 23
168.25 50 5 23
168.3 50 5 23
168.35 50 5 23
168.4 50 5 23
168.45 50 5 23
168.5 50 5 23
168.55 50 5 23
168.6 50 5 23
168.65 50 5 23
168.7 50 5 23
168.75 50 5 23
168.8 50 5 23
168.85 50 5 23
168.9 50 5 23
168.95 50 5 23
169 50 5 23
169.05 50 5 23
169.1 50 5 23
169.15 50 5 23
169.2 50 5 23
169.25 50 5 23
169.3 50 5 23
169.35 50 5 23
169.4 50 5 23
169.45 50 5 23
169.5 50 5 23
169.55 50 5 23
169.6 50 5 23
169.65 50 5 23
169.7 50 5 23
169.75 50 5 23
169.8 50 5 23
169.85 50 5 23
169.9 50 5 23
169.95 50 5 23
170 50 5 23
170.05 50 5 23
170.1 50 5 23
170.15 50 5 23
170.2 50 5 23
170.25 50 5 23
170.3 50 5 23
170.35 50 5 23
170.4 50 5 23
170.45 50 5 23
170.5 50 5 23
170.55 50 5 23
170.6 50 5 23
170.65 50 5 23
170.7 50 5 23
170.75 50 5 23
170.8 50 5 23
170.85 50 5 23
170.9 50 5 23
170.95 50 5 23
171 50 5 23
171.05 50 5 23
171.1 50 5 23
171.15 50 5 23
171.2 50 5 23
171.25 50 5 23
171.3 50 5 23
171.35 50 5 23
171.4 50 5 23
171.45 50 5 23
171.5 50 5 23
171.55 50 5 23
171.6 50 5 23
171.65 50 5 23
171.7 50 5 23
171.75 50 5 23
171.8 50 5 23
171.85 50 5 23
171.9 50 5 23
171.95 50 5 23
172 50 5 23
172.05 50 5 23
172.1 50 5 23
172.15 50 5 23
172.2 50 5 23
172.25 50 5 23
172.3 50 5 23
172.35 50 5 23
172.4 50 5 23
172.45 50 5 23
172.5 50 5 23
172.55 50 5 23
172.6 50 5 23
172.65 50 5 23
172.7 50 5 23
172.75 50 5 23
172.8 50 5 23
172.85 50 5 23
172.9 50 5 23
172.95 50 5 23
173 50 5 23
173.05 50 5 23
173.1 50 5 23
173.15 50 5 23
173.2 50 5 23
173.25 50 5 23
173.3 50 5 23
173.35 50 5 23
173.4 50 5 23
173.45 50 5 23
173.5 50 5 23
173.55 50 5 23
173.6 50 5 23
173.65 50 5 23
173.7 50 5 23
173.75 50 5 23
173.8 50 5 23
173.85 50 5 23
173.9 50 5 23
173.95 50 5 23
174 50 5 23
174.05 50 5 23
174.1 50 5 23
174.15 50 5 23
174.2 50 5 23
174.25 50 5 23
174.3 50 5 23
174.35 50 5 23
174.4 50 5 23
174.45 50 5 23
174.5 50 5 23
174.55 50 5 23
174.6 50 5 23
174.65 50 5 23
174.7 50 5 23
174.75 50 5 23
174.8 50 5 23
174.85 50 5 23
174.9 50 5 23
174.95 50 5 23
175 50 5 23
175.05 50 5 23
175.1 50 5 23
175.15 50 5 23
175.2 50 5 23
175.25 50 5 23
175.3 50 5 23
175.35 50 5 23
175.4 50 5 23
175.45 50 5 23
175.5 50 5 23
175.55 50 5 23
175.6 50 5 23
175.65 50 5 23
175.7 50 5 23
175.75 50 5 23
175.8 50 5 23
175.85 50 5 23
175.9 50 5 23
175.95 50 5 23
176 50 5 23
176.05 50 5 23
176.1 50 5 23
176.15 50 5 23
176.2 50 5 23
176.25 50 5 23
176.3 50 5 23
176.35 50 5 23
176.4 50 5 23
176.45 50 5 23
176.5 50 5 23
176.55 50 5 23
176.6 50 5 23
176.65 50 5 23
176.7 50 5 23
176.75 50 5 23
176.8 50 5 23
176.85 50 5 23
176.9 50 5 23
176.95 50 5 23
177 50 5 23
177.05 50 5 23
177.1 50 5 23
177.15 50 5 23
177.2 50 5 23
177.25 50 5 23
177.3 50 5 23
177.35 50 5 23
177.4 50 5 23
177.45 50 5 23
177.5 50 5 23
177.55 50 5 23
177.6 50 5 23
177.65 50 5 23
177.7 50 5 23
177.75 50 5 23
177.8 50 5 23
177.85 50 5 23
177.9 50 5 23
177.95 50 5 23
178 50 5 23
178.05 50 5 23
178.1 50 5 23
178.15 50 5 23
178.2 50 5 23
178.25 50 5 23
178.3 50 5 23
178.35 50 5 23
178.4 50 5 23
178.45 50 5 23
178.5 50 5 23
178.55 50 5 23
178.6 50 5 23
178.65 50 5 23
178.7 50 5 23
178.75 50 5 23
178.8 50 5 23
178.85 50 5 23
178.9 50 5 23
178.95 50 5 23
179 50 5 23
179.05 50 5 23
179.1 50 5 23
179.15 50 5 23
179.2 50 5 23
179.25 50 5 23
179.3 50 5 23
179.35 50 5 23
179.4 50 5 23
179.45 50 5 23
179.5 50 5 23
179.55 50 5 23
179.6 50 5 23
179.65 50 5 23
179.7 50 5 23
179.75 50 5 23
179.8 50 5 23
179.85 50 5 23
179.9 50 5 23
179.95 50 5 23
180 50 5 23
180.05 50 5 23
180.1 50 5 23
180.15 50 5 23
180.2 50 5 23
180.25 50 5 23
180.3 50 5 23
180.35 50 5 23
180.4 50 5 23
180.45 50 5 23
180.5 50 5 23
180.55 50 5 23
180.6 50 5 23
180.65 50 5 23
180.7 50 5 23
180.75 50 5 23
180.8 50 5 23
180.85 50 5 23
180.9 50 5 23
180.95 50 5 23
181 50 5 23
181.05 50 5 23
181.1 50 5 23
181.15 50 5 23
181.2 50 5 23
181.25 50 5 23
181.3 50 5 23
181.35 50 5 23
181.4 50 5 23
181.45 50 5 23
181.5 50 5 23
181.55 50 5 23
181.6 50 5 23
181.65 50 5 23
181.7 50 5 23
181.75 50 5 23
181.8 50 5 23
181.85 50 5 23
181.9 50 5 23
181.95 50 5 23
182 50 5 23
182.05 50 5 23
182.1 50 5 23
182.15 50 5 23
182.2 50 5 23
182.25 50 5 23
182.3 50 5 23
182.35 50 5 23
182.4 50 5 23
182.45 50 5 23
182.5 50 5 23
182.55 50 5 23
182.6 50 5 23
182.65 50 5 23
182.7 50 5 23
182.75 50 5 23
182.8 50 5 23
182.85 50 5 23
182.9 50 5 23
182.95 50 5 23
183 50 5 23
183.05 50 5 23
183.1 50 5 23
183.15 50 5 23
183.2 50 5 23
183.25 50 5 23
183.3 50 5 23
183.35 50 5 23
183.4 50 5 23
183.45 50 5 23
183.5 50 5 23
183.55 50 5 23
183.6 50 5 23
183.65 50 5 23
183.7 50 5 23
183.75 50 5 23
183.8 50 5 23
183.85 50 5 23
183.9 50 5 23
183.95 50 5 23
184 50 5 23
184.05 50 5 23
184.1 50 5 23
184.15 50 5 23
184.2 50 5 23
184.25 50 5 23
184.3 50 5 23
184.35 50 5 23
184.4 50 5 23
184.45 50 5 23
184.5 50 5 23
184.55 50 5 23
184.6 50 5 23
184.65 50 5 23
184.7 50 5 23
184.75 50 5 23
184.8 50 5 23
184.85 50 5 23
184.9 50 5 23
184.95 50 5 23
185 50 5 23
185.05 50 5 23
185.1 50 5 23
185.15 50 5 23
185.2 50 5 23
185.25 50 5 23
185.3 50 5 23
185.35 50 5 23
185.4 50 5 23
185.45 50 5 23
185.5 50 5 23
185.55 50 5 23
185.6 50 5 23
185.65 50 5 23
185.7 50 5 23
185.75 50 5 23
185.8 50 5 23
185.85 50 5 23
185.9 50 5 23
185.95 50 5 23
186 50 5 23
186.05 50 5 23
186.1 50 5 23
186.15 50 5 23
186.2 50 5 23
186.25 50 5 23
186.3 50 5 23
186.35 50 5 23
186.4 50 5 23
186.45 50 5 23
186.5 50 5 23
186.55 50 5 23
186.6 50 5 23
186.65 50 5 23
186.7 50 5 23
186.75 50 5 23
186.8 50 5 23
186.85 50 5 23
186.9 50 5 23
186.95 50 5 23
187 50 5 23
187.05 50 5 23
187.1 50 5 23
187.15 50 5 23
187.2 50 5 23
187.25 50 5 23
187.3 50 5 23
187.35 50 5 23
187.4 50 5 23
187.45 50 5 23
187.5 50 5 23
187.55 50 5 23
187.6 50 5 23
187.65 50 5 23
187.7 50 5 23
187.75 50 5 23
187.8 50 5 23
187.85 50 5 23
187.9 50 5 23
187.95 50 5 23
188 50 5 23
188.05 50 5 23
188.1 50 5 23
188.15 50 5 23
188.2 50 5 23
188.25 50 5 23
188.3 50 5 23
188.35 50 5 23
188.4 50 5 23
188.45 50 5 23
188.5 50 5 23
188.55 50 5 23
188.6 50 5 23
188.65 50 5 23
188.7 50 5 23
188.75 50 5 23
188.8 50 5 23
188.85 50 5 23
188.9 50 5 23
188.95 50 5 23
189 50 5 23
189.05 50 5 23
189.1 50 5 23
189.15 50 5 23
189.2 50 5 23
189.25 50 5 23
189.3 50 5 23
189.35 50 5 23
189.4 50 5 23
189.45 50 5 23
189.5 50 5 23
189.55 50 5 23
189.6 50 5 23
189.65 50 5 23
189.7 50 5 23
189.75 50 5 23
189.8 50 5 23
189.85 50 5 23
189.9 50 5 23
189.95 50 5 23
190 50 5 23
190.05 50 5 23
190.1 50 5 23
190.15 50 5 23
190.2 50 5 23
190.25 50 5 23
190.3 50 5 23
190.35 50 5 23
190.4 50 5 23
190.45 50 5 23
190.5 50 5 23
190.55 50 5 23
190.6 50 5 23
190.65 50 5 23
190.7 50 5 23
190.75 50 5 23
190.8 50 5 23
190.85 50 5 23
190.9 50 5 23
190.95 50 5 23
191 50 5 23
191.05 50 5 23
191.1 50 5 23
191.15 50 5 23
191.2 50 5 23
191.25 50 5 23
191.3 50 5 23
191.35 50 5 23
191.4 50 5 23
191.45 50 5 23
191.5 50 5 23
191.55 50 5 23
191.6 50 5 23
191.65 50 5 23
191.7 50 5 23
191.75 50 5 23
191.8 50 5 23
191.85 50 5 23
191.9 50 5 23
191.95 50 5 23
192 50 5 23
192.05 50 5 23
192.1 50 5 23
192.15 50 5 23
192.2 50 5 23
192.25 50 5 23
192.3 50 5 23
192.35 50 5 23
192.4 50 5 23
192.45 50 5 23
192.5 50 5 23
192.55 50 5 23
192.6 50 5 23
192.65 50 5 23
192.7 50 5 23
192.75 50 5 23
192.8 50 5 23
192.85 50 5 23
192.9 50 5 23
192.95 50 5 23
193 50 5 23
193.05 50 5 23
193.1 50 5 23
193.15 50 5 23
193.2 50 5 23
193.25 50 5 23
193.3 50 5 23
193.35 50 5 23
193.4 50 5 23
193.45 50 5 23
193.5 50 5 23
193.55 50 5 23
193.6 50 5 23
193.65 50 5 23
193.7 50 5 23
193.75 50 5 23
193.8 50 5 23
193.85 50 5 23
193.9 50 5 23
193.95 50 5 23
194 50 5 23
194.05 50 5 23
194.1 50 5 23
194.15 50 5 23
194.2 50 5 23
194.25 50 5 23
194.3 50 5 23
194.35 50 5 23
194.4 50 5 23
194.45 50 5 23
194.5 50 5 23
194.55 50 5 23
194.6 50 5 23
194.65 50 5 23
194.7 50 5 23
194.75 50 5 23
194.8 50 5 23
194.85 50 5 23
194.9 50 5 23
194.95 50 5 23
195 50 5 23
195.05 50 5 23
195.1 50 5 23
195.15 50 5 23
195.2 50 5 23
195.25 50 5 23
195.3 50 5 23
195.35 50 5 23
195.4 50 5 23
195.45 50 5 23
195.5 50 5 23
195.55 50 5 23
195.6 50 5 23
195.65 50 5 23
195.7 50 5 23
195.75 50 5 23
195.8 50 5 23
195.85 50 5 23
195.9 50 5 23
195.95 50 5 23
196 50 5 23
196.05 50 5 23
196.1 50 5 23
196.15 50 5 23
196.2 50 5 23
196.25 50 5 23
196.3 50 5 23
196.35 50 5 23
196.4 50 5 23
196.45 50 5 23
196.5 50 5 23
196.55 50 5 23
196.6 50 5 23
196.65 50 5 23
196.7 50 5 23
196.75 50 5 23
196.8 50 5 23
196.85 50 5 23
196.9 50 5 23
196.95 50 5 23
197 50 5 23
197.05 50 5 23
197.1 50 5 23
197.15 50 5 23
197.2 50 5 23
197.25 50 5 23
197.3 50 5 23
197.35 50 5 23
197.4 50 5 23
197.45 50 5 23
197.5 50 5 23
197.55 50 5 23
197.6 50 5 23
197.65 50 5 23
197.7 50 5 23
197.75 50 5 23
197.8 50 5 23
197.85 50 5 23
197.9 50 5 23
197.95 50 5 23
198 50 5 23
198.05 50 5 23
198.1 50 5 23
198.15 50 5 23
198.2 50 5 23
198.25 50 5 23
198.3 50 5 23
198.35 50 5 23
198.4 50 5 23
198.45 50 5 23
198.5 50 5 23
198.55 50 5 23
198.6 50 5 23
198.65 50 5 23
198.7 50 5 23
198.75 50 5 23
198.8 50 5 23
198.85 50 5 23
198.9 50 5 23
198.95 50 5 23
199 50 5 23
199.05 50 5 23
199.1 50 5 23
199.15 50 5 23
199.2 50 5 23
199.25 50 5 23
199.3 50 5 23
199.35 50 5 23
199.4 50 5 23
199.45 50 5 23
199.5 50 5 23
199.55 50 5 23
199.6 50 5 23
199.65 50 5 23
199.7 50 5 23
199.75 50 5 23
199.8 50 5 23
199.85 50 5 23
199.9 50 5 23
199.95 50 5 23
200 50 5 23
200.05 50 5 23
200.1 50 5 23
200.15 50 5 23
200.2 50 5 23
200.25 50 5 23
200.3 50 5 23
200.35 50 5 23
200.4 50 5 23
200.45 50 5 23
200.5 50 5 23
200.55 50 5 23
200.6 50 5 23
200.65 50 5 23
200.7 50 5 23
200.75 50 5 23
200.8 50 5 23
200.85 50 5 23
200.9 50 5 23
200.95 50 5 23
201 50 5 23
201.05 50 5 23
201.1 50 5 23
201.15 50 5 23
201.2 50 5 23
201.25 50 5 23
201.3 50 5 23
201.35 50 5 23
201.4 50 5 23
201.45 50 5 23
201.5 50 5 23
201.55 50 5 23
201.6 50 5 23
201.65 50 5 23
201.7 50 5 23
201.75 50 5 23
201.8 50 5 23
201.85 50 5 23
201.9 50 5 23
201.95 50 5 23
202 50 5 23
202.05 50 5 23
202.1 50 5 23
202.15 50 5 23
202.2 50 5 23
202.25 50 5 23
202.3 50 5 23
202.35 50 5 23
202.4 50 5 23
202.45 50 5 23
202.5 50 5 23
202.55 50 5 23
202.6 50 5 23
202.65 50 5 23
202.7 50 5 23
202.75 50 5 23
202.8 50 5 23
202.85 50 5 23
202.9 50 5 23
202.95 50 5 23
203 50 5 23
203.05 50 5 23
203.1 50 5 23
203.15 50 5 23
203.2 50 5 23
203.25 50 5 23
203.3 50 5 23
203.35 50 5 23
203.4 50 5 23
203.45 50 5 23
203.5 50 5 23
203.55 50 5 23
203.6 50 5 23
203.65 50 5 23
203.7 50 5 23
203.75 50 5 23
203.8 50 5 23
203.85 50 5 23
203.9 50 5 23
203.95 50 5 23
204 50 5 23
204.05 50 5 23
204.1 50 5 23
204.15 50 5 23
204.2 50 5 23
204.25 50 5 23
204.3 50 5 23
204.35 50 5 23
204.4 50 5 23
204.45 50 5 23
204.5 50 5 23
204.55 50 5 23
204.6 50 5 23
204.65 50 5 23
204.7 50 5 23
204.75 50 5 23
204.8 50 5 23
204.85 50 5 23
204.9 50 5 23
204.95 50 5 23
205 50 5 23
205.05 50 5 23
205.1 50 5 23
205.15 50 5 23
205.2 50 5 23
205.25 50 5 23
205.3 50 5 23
205.35 50 5 23
205.4 50 5 23
205.45 50 5 23
205.5 50 5 23
205.55 50 5 23
205.6 50 5 23
205.65 50 5 23
205.7 50 5 23
205.75 50 5 23
205.8 50 5 23
205.85 50 5 23
205.9 50 5 23
205.95 50 5 23
206 50 5 23
206.05 50 5 23
206.1 50 5 23
206.15 50 5 23
206.2 50 5 23
206.25 50 5 23
206.3 50 5 23
206.35 50 5 23
206.4 50 5 23
206.45 50 5 23
206.5 50 5 23
206.55 50 5 23
206.6 50 5 23
206.65 50 5 23
206.7 50 5 23
206.75 50 5 23
206.8 50 5 23
206.85 50 5 23
206.9 50 5 23
206.95 50 5 23
207 50 5 23
207.05 50 5 23
207.1 50 5 23
207.15 50 5 23
207.2 50 5 23
207.25 50 5 23
207.3 50 5 23
207.35 50 5 23
207.4 50 5 23
207.45 50 5 23
207.5 50 5 23
207.55 50 5 23
207.6 50 5 23
207.65 50 5 23
207.7 50 5 23
207.75 50 5 23
207.8 50 5 23
207.85 50 5 23
207.9 50 5 23
207.95 50 5 23
208 50 5 23
208.05 50 5 23
208.1 50 5 23
208.15 50 5 23
208.2 50 5 23
208.25 50 5 23
208.3 50 5 23
208.35 50 5 23
208.4 50 5 23
208.45 50 5 23
208.5 50 5 23
208.55 50 5 23
208.6 50 5 23
208.65 50 5 23
208.7 50 5 23
208.75 50 5 23
208.8 50 5 23
208.85 50 5 23
208.9 50 5 23
208.95 50 5 23
209 50 5 23
209.05 50 5 23
209.1 50 5 23
209.15 50 5 23
209.2 50 5 23
209.25 50 5 23
209.3 50 5 23
209.35 50 5 23
209.4 50 5 23
209.45 50 5 23
209.5 50 5 23
209.55 50 5 23
209.6 50 5 23
209.65 50 5 23
209.7 50 5 23
209.75 50 5 23
209.8 50 5 23
209.85 50 5 23
209.9 50 5 23
209.95 50 5 23
210 50 5 23
210.05 50 5 23
210.1 50 5 23
210.15 50 5 23
210.2 50 5 23
210.25 50 5 23
210.3 50 5 23
210.35 50 5 23
210.4 50 5 23
210.45 50 5 23
210.5 50 5 23
210.55 50 5 23
210.6 50 5 23
210.65 50 5 23
210.7 50 5 23
210.75 50 5 23
210.8 50 5 23
210.85 50 5 23
210.9 50 5 23
210.95 50 5 23
211 50 5 23
211.05 50 5 23
211.1 50 5 23
211.15 50 5 23
211.2 50 5 23
211.25 50 5 23
211.3 50 5 23
211.35 50 5 23
211.4 50 5 23
211.45 50 5 23
211.5 50 5 23
211.55 50 5 23
211.6 50 5 23
211.65 50 5 23
211.7 50 5 23
211.75 50 5 23
211.8 50 5 23
211.85 50 5 23
211.9 50 5 23
211.95 50 5 23
212 50 5 23
212.05 50 5 23
212.1 50 5 23
212.15 50 5 23
212.2 50 5 23
212.25 50 5 23
212.3 50 5 23
212.35 50 5 23
212.4 50 5 23
212.45 50 5 23
212.5 50 5 23
212.55 50 5 23
212.6 50 5 23
212.65 50 5 23
212.7 50 5 23
212.75 50 5 23
212.8 50 5 23
212.85 50 5 23
212.9 50 5 23
212.95 50 5 23
213 50 5 23
213.05 50 5 23
213.1 50 5 23
213.15 50 5 23
213.2 50 5 23
213.25 50 5 23
213.3 50 5 23
213.35 50 5 23
213.4 50 5 23
213.45 50 5 23
213.5 50 5 23
213.55 50 5 23
213.6 50 5 23
213.65 50 5 23
213.7 50 5 23
213.75 50 5 23
213.8 50 5 23
213.85 50 5 23
213.9 50 5 23
213.95 50 5 23
214 50 5 23
214.05 50 5 23
214.1 50 5 23
214.15 50 5 23
214.2 50 5 23
214.25 50 5 23
214.3 50 5 23
214.35 50 5 23
214.4 50 5 23
214.45 50 5 23
214.5 50 5 23
214.55 50 5 23
214.6 50 5 23
214.65 50 5 23
214.7 50 5 23
214.75 50 5 23
214.8 50 5 23
214.85 50 5 23
214.9 50 5 23
214.95 50 5 23
215 50 5 23
215.05 50 5 23
215.1 50 5 23
215.15 50 5 23
215.2 50 5 23
215.25 50 5 23
215.3 50 5 23
215.35 50 5 23
215.4 50 5 23
215.45 50 5 23
215.5 50 5 23
215.55 50 5 23
215.6 50 5 23
215.65 50 5 23
215.7 50 5 23
215.75 50 5 23
215.8 50 5 23
215.85 50 5 23
215.9 50 5 23
215.95 50 5 23
216 50 5 23
216.05 50 5 23
216.1 50 5 23
216.15 50 5 23
216.2 50 5 23
216.25 50 5 23
216.3 50 5 23
216.35 50 5 23
216.4 50 5 23
216.45 50 5 23
216.5 50 5 23
216.55 50 5 23
216.6 50 5 23
216.65 50 5 23
216.7 50 5 23
216.75 50 5 23
216.8 50 5 23
216.85 50 5 23
216.9 50 5 23
216.95 50 5 23
217 50 5 23
217.05 50 5 23
217.1 50 5 23
217.15 50 5 23
217.2 50 5 23
217.25 50 5 23
217.3 50 5 23
217.35 50 5 23
217.4 50 5 23
217.45 50 5 23
217.5 50 5 23
217.55 50 5 23
217.6 50 5 23
217.65 50 5 23
217.7 50 5 23
217.75 50 5 23
217.8 50 5 23
217.85 50 5 23
217.9 50 5 23
217.95 50 5 23
218 50 5 23
218.05 50 5 23
218.1 50 5 23
218.15 50 5 23
218.2 50 5 23
218.25 50 5 23
218.3 50 5 23
218.35 50 5 23
218.4 50 5 23
218.45 50 5 23
218.5 50 5 23
218.55 50 5 23
218.6 50 5 23
218.65 50 5 23
218.7 50 5 23
218.75 50 5 23
218.8 50 5 23
218.85 50 5 23
218.9 50 5 23
218.95 50 5 23
219 50 5 23
219.05 50 5 23
219.1 50 5 23
219.15 50 5 23
219.2 50 5 23
219.25 50 5 23
219.3 50 5 23
219.35 50 5 23
219.4 50 5 23
219.45 50 5 23
219.5 50 5 23
219.55 50 5 23
219.6 50 5 23
219.65 50 5 23
219.7 50 5 23
219.75 50 5 23
219.8 50 5 23
219.85 50 5 23
219.9 50 5 23
219.95 50 5 23
220 50 5 23
220.05 50 5 23
220.1 50 5 23
220.15 50 5 23
220.2 50 5 23
220.25 50 5 23
220.3 50 5 23
220.35 50 5 23
220.4 50 5 23
220.45 50 5 23
220.5 50 5 23
220.55 50 5 23
220.6 50 5 23
220.65 50 5 23
220.7 50 5 23
220.75 50 5 23
220.8 50 5 23
220.85 50 5 23
220.9 50 5 23
220.95 50 5 23
221 50 5 23
221.05 50 5 23
221.1 50 5 23
221.15 50 5 23
221.2 50 5 23
221.25 50 5 23
221.3 50 5 23
221.35 50 5 23
221.4 50 5 23
221.45 50 5 23
221.5 50 5 23
221.55 50 5 23
221.6 50 5 23
221.65 50 5 23
221.7 50 5 23
221.75 50 5 23
221.8 50 5 23
221.85 50 5 23
221.9 50 5 23
221.95 50 5 23
222 50 5 23
222.05 50 5 23
222.1 50 5 23
222.15 50 5 23
222.2 50 5 23
222.25 50 5 23
222.3 50 5 23
222.35 50 5 23
222.4 50 5 23
222.45 50 5 23
222.5 50 5 23
222.55 50 5 23
222.6 50 5 23
222.65 50 5 23
222.7 50 5 23
222.75 50 5 23
222.8 50 5 23
222.85 50 5 23
222.9 50 5 23
222.95 50 5 23
223 50 5 23
223.05 50 5 23
223.1 50 5 23
223.15 50 5 23
223.2 50 5 23
223.25 50 5 23
223.3 50 5 23
223.35 50 5 23
223.4 50 5 23
223.45 50 5 23
223.5 50 5 23
223.55 50 5 23
223.6 50 5 23
223.65 50 5 23
223.7 50 5 23
223.75 50 5 23
223.8 50 5 23
223.85 50 5 23
223.9 50 5 23
223.95 50 5 23
224 50 5 23
224.05 50 5 23
224.1 50 5 23
224.15 50 5 23
224.2 50 5 23
224.25 50 5 23
224.3 50 5 23
224.35 50 5 23
224.4 50 5 23
224.45 50 5 23
224.5 50 5 23
224.55 50 5 23
224.6 50 5 23
224.65 50 5 23
224.7 50 5 23
224.75 50 5 23
224.8 50 5 23
224.85 50 5 23
224.9 50 5 23
224.95 50 5 23
225 50 5 23
225.05 50 5 23
225.1 50 5 23
225.15 50 5 23
225.2 50 5 23
225.25 50 5 23
225.3 50 5 23
225.35 50 5 23
225.4 50 5 23
225.45 50 5 23
225.5 50 5 23
225.55 50 5 23
225.6 50 5 23
225.65 50 5 23
225.7 50 5 23
225.75 50 5 23
225.8 50 5 23
225.85 50 5 23
225.9 50 5 23
225.95 50 5 23
226 50 5 23
226.05 50 5 23
226.1 50 5 23
226.15 50 5 23
226.2 50 5 23
226.25 50 5 23
226.3 50 5 23
226.35 50 5 23
226.4 50 5 23
226.45 50 5 23
226.5 50 5 23
226.55 50 5 23
226.6 50 5 23
226.65 50 5 23
226.7 50 5 23
226.75 50 5 23
226.8 50 5 23
226.85 50 5 23
226.9 50 5 23
226.95 50 5 23
227 50 5 23
227.05 50 5 23
227.1 50 5 23
227.15 50 5 23
227.2 50 5 23
227.25 50 5 23
227.3 50 5 23
227.35 50 5 23
227.4 50 5 23
227.45 50 5 23
227.5 50 5 23
227.55 50 5 23
227.6 50 5 23
227.65 50 5 23
227.7 50 5 23
227.75 50 5 23
227.8 50 5 23
227.85 50 5 23
227.9 50 5 23
227.95 50 5 23
228 50 5 23
228.05 50 5 23
228.1 50 5 23
228.15 50 5 23
228.2 50 5 23
228.25 50 5 23
228.3 50 5 23
228.35 50 5 23
228.4 50 5 23
228.45 50 5 23
228.5 50 5 23
228.55 50 5 23
228.6 50 5 23
228.65 50 5 23
228.7 50 5 23
228.75 50 5 23
228.8 50 5 23
228.85 50 5 23
228.9 50 5 23
228.95 50 5 23
229 50 5 23
229.05 50 5 23
229.1 50 5 23
229.15 50 5 23
229.2 50 5 23
229.25 50 5 23
229.3 50 5 23
229.35 50 5 23
229.4 50 5 23
229.45 50 5 23
229.5 50 5 23
229.55 50 5 23
229.6 50 5 23
229.65 50 5 23
229.7 50 5 23
229.75 50 5 23
229.8 50 5 23
229.85 50 5 23
229.9 50 5 23
229.95 50 5 23
230 50 5 23
230.05 50 5 23
230.1 50 5 23
230.15 50 5 23
230.2 50 5 23
230.25 50 5 23
230.3 50 5 23
230.35 50 5 23
230.4 50 5 23
230.45 50 5 23
230.5 50 5 23
230.55 50 5 23
230.6 50 5 23
230.65 50 5 23
230.7 50 5 23
230.75 50 5 23
230.8 50 5 23
230.85 50 5 23
230.9 50 5 23
230.95 50 5 23
231 50 5 23
231.05 50 5 23
231.1 50 5 23
231.15 50 5 23
231.2 50 5 23
231.25 50 5 23
231.3 50 5 23
231.35 50 5 23
231.4 50 5 23
231.45 50 5 23
231.5 50 5 23
231.55 50 5 23
231.6 50 5 23
231.65 50 5 23
231.7 50 5 23
231.75 50 5 23
231.8 50 5 23
231.85 50 5 23
231.9 50 5 23
231.95 50 5 23
232 50 5 23
232.05 50 5 23
232.1 50 5 23
232.15 50 5 23
232.2 50 5 23
232.25 50 5 23
232.3 50 5 23
232.35 50 5 23
232.4 50 5 23
232.45 50 5 23
232.5 50 5 23
232.55 50 5 23
232.6 50 5 23
232.65 50 5 23
232.7 50 5 23
232.75 50 5 23
232.8 50 5 23
232.85 50 5 23
232.9 50 5 23
232.95 50 5 23
233 50 5 23
233.05 50 5 23
233.1 50 5 23
233.15 50 5 23
233.2 50 5 23
233.25 50 5 23
233.3 50 5 23
233.35 50 5 23
233.4 50 5 23
233.45 50 5 23
233.5 50 5 23
233.55 50 5 23
233.6 50 5 23
233.65 50 5 23
233.7 50 5 23
233.75 50 5 23
233.8 50 5 23
233.85 50 5 23
233.9 50 5 23
233.95 50 5 23
234 50 5 23
234.05 50 5 23
234.1 50 5 23
234.15 50 5 23
234.2 50 5 23
234.25 50 5 23
234.3 50 5 23
234.35 50 5 23
234.4 50 5 23
234.45 50 5 23
234.5 50 5 23
234.55 50 5 23
234.6 50 5 23
234.65 50 5 23
234.7 50 5 23
234.75 50 5 23
234.8 50 5 23
234.85 50 5 23
234.9 50 5 23
234.95 50 5 23
235 50 5 23
235.05 50 5 23
235.1 50 5 23
235.15 50 5 23
235.2 50 5 23
235.25 50 5 23
235.3 50 5 23
235.35 50 5 23
235.4 50 5 23
235.45 50 5 23
235.5 50 5 23
235.55 50 5 23
235.6 50 5 23
235.65 50 5 23
235.7 50 5 23
235.75 50 5 23
235.8 50 5 23
235.85 50 5 23
235.9 50 5 23
235.95 50 5 23
236 50 5 23
236.05 50 5 23
236.1 50 5 23
236.15 50 5 23
236.2 50 5 23
236.25 50 5 23
236.3 50 5 23
236.35 50 5 23
236.4 50 5 23
236.45 50 5 23
236.5 50 5 23
236.55 50 5 23
236.6 50 5 23
236.65 50 5 23
236.7 50 5 23
236.75 50 5 23
236.8 50 5 23
236.85 50 5 23
236.9 50 5 23
236.95 50 5 23
237 50 5 23
237.05 50 5 23
237.1 50 5 23
237.15 50 5 23
237.2 50 5 23
237.25 50 5 23
237.3 50 5 23
237.35 50 5 23
