Time N1 N2 N3
35.75 48.4849 5.10518 22.4469
35.8 48.4966 5.10001 22.4492
35.85 48.5092 5.09494 22.4514
35.9 48.5228 5.08999 22.4535
35.95 48.5372 5.08517 22.4554
36 48.5525 5.08049 22.4573
36.05 48.5684 5.07597 22.459
36.1 48.5851 5.07162 22.4607
36.15 48.6024 5.06745 22.4623
36.2 48.6202 5.06346 22.4637
36.25 48.6386 5.05967 22.4651
36.3 48.6574 5.05609 22.4664
36.35 48.6766 5.05271 22.4676
36.4 48.6961 5.04955 22.4688
36.45 48.7159 5.04662 22.4699
36.5 48.7359 5.04391 22.4709
36.55 48.7561 5.04143 22.4718
36.6 48.7764 5.03918 22.4727
36.65 48.7967 5.03717 22.4736
36.7 48.8169 5.03539 22.4744
36.75 48.8371 5.03385 22.4752
36.8 48.8572 5.03254 22.4759
36.85 48.877 5.03146 22.4767
36.9 48.8967 5.03062 22.4773
36.95 48.916 5.03 22.478
37 48.935 5.02961 22.4787
37.05 48.9536 5.02944 22.4794
37.1 48.9718 5.02948 22.48
37.15 48.9895 5.02973 22.4807
37.2 49.0067 5.03019 22.4814
37.25 49.0234 5.03084 22.482
37.3 49.0395 5.03167 22.4828
37.35 49.055 5.03269 22.4835
37.4 49.0698 5.03389 22.4842
37.45 49.084 5.03524 22.485
37.5 49.0974 5.03675 22.4858
37.55 49.1102 5.03841 22.4867
37.6 49.1223 5.0402 22.4875
37.65 49.1336 5.04211 22.4885
37.7 49.1442 5.04414 22.4894
37.75 49.154 5.04628 22.4904
37.8 49.163 5.04851 22.4915
37.85 49.1713 5.05082 22.4926
37.9 49.1788 5.0532 22.4938
37.95 49.1855 5.05564 22.495
38 49.1914 5.05814 22.4963
38.05 49.1967 5.06067 22.4976
38.1 49.2011 5.06323 22.499
38.15 49.2049 5.06581 22.5005
38.2 49.2079 5.06839 22.502
38.25 49.2102 5.07097 22.5036
38.3 49.2118 5.07354 22.5052
38.35 49.2128 5.07608 22.5069
38.4 49.2131 5.07858 22.5086
38.45 49.2129 5.08105 22.5104
38.5 49.212 5.08346 22.5123
38.55 49.2106 5.08581 22.5142
38.6 49.2086 5.08809 22.5161
38.65 49.2062 5.09029 22.5181
38.7 49.2033 5.09241 22.5202
38.75 49.1999 5.09444 22.5223
38.8 49.1962 5.09637 22.5244
38.85 49.1921 5.09819 22.5266
38.9 49.1876 5.0999 22.5289
38.95 49.1829 5.1015 22.5311
39 49.1779 5.10298 22.5334
39.05 49.1727 5.10433 22.5358
39.1 49.1673 5.10556 22.5381
39.15 49.1617 5.10666 22.5405
39.2 49.1561 5.10762 22.5429
39.25 49.1503 5.10845 22.5454
39.3 49.1446 5.10914 22.5478
39.35 49.1388 5.1097 22.5503
39.4 49.133 5.11011 22.5528
39.45 49.1273 5.1104 22.5553
39.5 49.1216 5.11054 22.5578
39.55 49.1161 5.11055 22.5603
39.6 49.1108 5.11043 22.5628
39.65 49.1056 5.11018 22.5652
39.7 49.1006 5.10979 22.5677
39.75 49.0958 5.10929 22.5702
39.8 49.0913 5.10866 22.5727
39.85 49.0871 5.10791 22.5751
39.9 49.0832 5.10705 22.5775
39.95 49.0796 5.10608 22.5799
40 49.0763 5.105 22.5823
40.05 49.0734 5.10382 22.5847
40.1 49.0708 5.10255 22.587
40.15 49.0687 5.10119 22.5893
40.2 49.0669 5.09975 22.5916
40.25 49.0655 5.09823 22.5938
40.3 49.0645 5.09664 22.596
40.35 49.064 5.09498 22.5982
40.4 49.0639 5.09327 22.6003
40.45 49.0642 5.0915 22.6024
40.5 49.0649 5.08969 22.6044
40.55 49.066 5.08784 22.6064
40.6 49.0676 5.08596 22.6084
40.65 49.0696 5.08405 22.6103
40.7 49.072 5.08212 22.6122
40.75 49.0748 5.08018 22.614
40.8 49.0781 5.07823 22.6158
40.85 49.0817 5.07628 22.6176
40.9 49.0857 5.07433 22.6193
40.95 49.0901 5.0724 22.621
41 49.0948 5.07048 22.6226
41.05 49.0999 5.06859 22.6241
41.1 49.1053 5.06673 22.6257
41.15 49.1111 5.06489 22.6272
41.2 49.1171 5.0631 22.6286
41.25 49.1234 5.06135 22.63
41.3 49.13 5.05965 22.6314
41.35 49.1369 5.05799 22.6327
41.4 49.1439 5.0564 22.634
41.45 49.1512 5.05486 22.6353
41.5 49.1587 5.05338 22.6365
41.55 49.1663 5.05197 22.6377
41.6 49.1741 5.05063 22.6388
41.65 49.182 5.04935 22.64
41.7 49.1901 5.04816 22.6411
41.75 49.1982 5.04703 22.6422
41.8 49.2064 5.04598 22.6432
41.85 49.2146 5.04501 22.6442
41.9 49.2229 5.04412 22.6453
41.95 49.2311 5.04331 22.6462
42 49.2394 5.04257 22.6472
42.05 49.2476 5.04192 22.6482
42.1 49.2558 5.04134 22.6491
42.15 49.2639 5.04085 22.65
42.2 49.2719 5.04043 22.651
42.25 49.2798 5.04009 22.6519
42.3 49.2877 5.03983 22.6528
42.35 49.2953 5.03964 22.6537
42.4 49.3028 5.03952 22.6546
42.45 49.3102 5.03948 22.6555
42.5 49.3174 5.0395 22.6564
42.55 49.3244 5.0396 22.6573
42.6 49.3312 5.03975 22.6582
42.65 49.3378 5.03997 22.6591
42.7 49.3441 5.04025 22.66
42.75 49.3503 5.04058 22.6609
42.8 49.3562 5.04096 22.6618
42.85 49.3618 5.0414 22.6627
42.9 49.3672 5.04188 22.6637
42.95 49.3724 5.0424 22.6646
43 49.3773 5.04296 22.6656
43.05 49.3819 5.04356 22.6666
43.1 49.3863 5.04419 22.6676
43.15 49.3904 5.04485 22.6686
43.2 49.3942 5.04553 22.6696
43.25 49.3978 5.04624 22.6707
43.3 49.4012 5.04696 22.6717
43.35 49.4042 5.04769 22.6728
43.4 49.407 5.04844 22.6739
43.45 49.4096 5.04919 22.675
43.5 49.4119 5.04994 22.6761
43.55 49.414 5.05069 22.6773
43.6 49.4158 5.05144 22.6784
43.65 49.4174 5.05218 22.6796
43.7 49.4188 5.05291 22.6808
43.75 49.42 5.05363 22.682
43.8 49.421 5.05433 22.6832
43.85 49.4218 5.055 22.6844
43.9 49.4224 5.05566 22.6857
43.95 49.4228 5.05629 22.687
44 49.4231 5.0569 22.6883
44.05 49.4232 5.05747 22.6896
44.1 49.4232 5.05801 22.6909
44.15 49.4231 5.05852 22.6922
44.2 49.4228 5.05899 22.6935
44.25 49.4224 5.05942 22.6949
44.3 49.422 5.05981 22.6962
44.35 49.4214 5.06017 22.6976
44.4 49.4208 5.06048 22.6989
44.45 49.4202 5.06075 22.7003
44.5 49.4195 5.06097 22.7017
44.55 49.4187 5.06115 22.7031
44.6 49.418 5.06129 22.7045
44.65 49.4172 5.06138 22.7059
44.7 49.4165 5.06143 22.7073
44.75 49.4157 5.06143 22.7087
44.8 49.415 5.06139 22.7101
44.85 49.4143 5.0613 22.7115
44.9 49.4136 5.06117 22.7128
44.95 49.413 5.061 22.7142
45 49.4125 5.06078 22.7156
45.05 49.412 5.06052 22.717
45.1 49.4116 5.06022 22.7184
45.15 49.4113 5.05989 22.7197
45.2 49.4111 5.05951 22.7211
45.25 49.411 5.0591 22.7224
45.3 49.411 5.05866 22.7238
45.35 49.4112 5.05818 22.7251
45.4 49.4114 5.05767 22.7264
45.45 49.4117 5.05713 22.7277
45.5 49.4122 5.05657 22.729
45.55 49.4128 5.05598 22.7303
45.6 49.4136 5.05536 22.7316
45.65 49.4145 5.05472 22.7328
45.7 49.4155 5.05407 22.734
45.75 49.4166 5.0534 22.7353
45.8 49.4179 5.05271 22.7365
45.85 49.4193 5.05201 22.7377
45.9 49.4209 5.05129 22.7388
45.95 49.4226 5.05057 22.74
46 49.4245 5.04985 22.7411
46.05 49.4264 5.04911 22.7423
46.1 49.4285 5.04838 22.7434
46.15 49.4308 5.04765 22.7445
46.2 49.4331 5.04691 22.7455
46.25 49.4356 5.04618 22.7466
46.3 49.4382 5.04546 22.7476
46.35 49.4409 5.04474 22.7487
46.4 49.4437 5.04404 22.7497
46.45 49.4466 5.04334 22.7507
46.5 49.4496 5.04266 22.7516
46.55 49.4527 5.04199 22.7526
46.6 49.4559 5.04134 22.7536
46.65 49.4592 5.0407 22.7545
46.7 49.4625 5.04008 22.7554
46.75 49.466 5.03948 22.7563
46.8 49.4694 5.03891 22.7572
46.85 49.473 5.03835 22.7581
46.9 49.4765 5.03782 22.759
46.95 49.4801 5.03731 22.7598
47 49.4838 5.03682 22.7607
47.05 49.4875 5.03636 22.7615
47.1 49.4912 5.03593 22.7623
47.15 49.4949 5.03552 22.7631
47.2 49.4986 5.03514 22.7639
47.25 49.5023 5.03478 22.7647
47.3 49.506 5.03446 22.7655
47.35 49.5097 5.03415 22.7663
47.4 49.5134 5.03388 22.7671
47.45 49.517 5.03363 22.7678
47.5 49.5206 5.03341 22.7686
47.55 49.5242 5.03321 22.7694
47.6 49.5277 5.03304 22.7701
47.65 49.5312 5.0329 22.7709
47.7 49.5347 5.03278 22.7716
47.75 49.538 5.03268 22.7724
47.8 49.5413 5.03261 22.7731
47.85 49.5446 5.03256 22.7738
47.9 49.5478 5.03253 22.7746
47.95 49.5509 5.03253 22.7753
48 49.5539 5.03254 22.7761
48.05 49.5569 5.03257 22.7768
48.1 49.5597 5.03262 22.7775
48.15 49.5625 5.03269 22.7783
48.2 49.5652 5.03277 22.779
48.25 49.5678 5.03287 22.7798
48.3 49.5703 5.03298 22.7805
48.35 49.5728 5.0331 22.7813
48.4 49.5751 5.03323 22.782
48.45 49.5774 5.03338 22.7828
48.5 49.5795 5.03353 22.7836
48.55 49.5816 5.03369 22.7843
48.6 49.5836 5.03385 22.7851
48.65 49.5854 5.03403 22.7859
48.7 49.5872 5.0342 22.7866
48.75 49.589 5.03438 22.7874
48.8 49.5906 5.03455 22.7882
48.85 49.5921 5.03473 22.789
48.9 49.5936 5.03491 22.7898
48.95 49.595 5.03508 22.7906
49 49.5963 5.03526 22.7914
49.05 49.5975 5.03542 22.7922
49.1 49.5987 5.03559 22.793
49.15 49.5998 5.03574 22.7938
49.2 49.6008 5.03589 22.7946
49.25 49.6018 5.03603 22.7955
49.3 49.6027 5.03616 22.7963
49.35 49.6035 5.03629 22.7971
49.4 49.6043 5.0364 22.7979
49.45 49.6051 5.0365 22.7988
49.5 49.6058 5.03659 22.7996
49.55 49.6065 5.03667 22.8004
49.6 49.6072 5.03673 22.8013
49.65 49.6078 5.03678 22.8021
49.7 49.6084 5.03682 22.8029
49.75 49.6089 5.03684 22.8038
49.8 49.6095 5.03685 22.8046
49.85 49.61 5.03685 22.8055
49.9 49.6106 5.03683 22.8063
49.95 49.6111 5.0368 22.8071
50 49.6116 5.03675 22.808
50.05 49.6121 5.03669 22.8088
50.1 49.6126 5.03661 22.8097
50.15 49.6132 5.03652 22.8105
50.2 49.6137 5.03641 22.8113
50.25 49.6143 5.03629 22.8122
50.3 49.6149 5.03616 22.813
50.35 49.6154 5.03602 22.8138
50.4 49.6161 5.03586 22.8146
50.45 49.6167 5.03568 22.8154
50.5 49.6174 5.0355 22.8163
50.55 49.6181 5.0353 22.8171
50.6 49.6188 5.03509 22.8179
50.65 49.6196 5.03488 22.8187
50.7 49.6204 5.03465 22.8195
50.75 49.6212 5.03441 22.8202
50.8 49.6221 5.03416 22.821
50.85 49.623 5.03391 22.8218
50.9 49.624 5.03365 22.8226
50.95 49.625 5.03338 22.8233
51 49.626 5.0331 22.8241
51.05 49.6271 5.03282 22.8249
51.1 49.6282 5.03253 22.8256
51.15 49.6294 5.03224 22.8263
51.2 49.6306 5.03195 22.8271
51.25 49.6319 5.03165 22.8278
51.3 49.6332 5.03135 22.8285
51.35 49.6345 5.03105 22.8292
51.4 49.6359 5.03075 22.8299
51.45 49.6374 5.03045 22.8306
51.5 49.6388 5.03015 22.8313
51.55 49.6403 5.02985 22.832
51.6 49.6419 5.02955 22.8327
51.65 49.6434 5.02926 22.8334
51.7 49.645 5.02897 22.834
51.75 49.6467 5.02868 22.8347
51.8 49.6483 5.0284 22.8353
51.85 49.65 5.02812 22.836
51.9 49.6517 5.02785 22.8366
51.95 49.6535 5.02758 22.8372
52 49.6553 5.02732 22.8379
52.05 49.657 5.02706 22.8385
52.1 49.6588 5.02682 22.8391
52.15 49.6607 5.02658 22.8397
52.2 49.6625 5.02635 22.8403
52.25 49.6643 5.02612 22.8409
52.3 49.6662 5.02591 22.8415
52.35 49.6681 5.0257 22.8421
52.4 49.6699 5.0255 22.8427
52.45 49.6718 5.02531 22.8433
52.5 49.6736 5.02513 22.8438
52.55 49.6755 5.02496 22.8444
52.6 49.6774 5.02479 22.845
52.65 49.6792 5.02464 22.8456
52.7 49.6811 5.02449 22.8461
52.75 49.6829 5.02436 22.8467
52.8 49.6847 5.02423 22.8472
52.85 49.6865 5.02411 22.8478
52.9 49.6883 5.02401 22.8483
52.95 49.6901 5.0239 22.8489
53 49.6918 5.02381 22.8494
53.05 49.6936 5.02373 22.85
53.1 49.6953 5.02365 22.8505
53.15 49.6969 5.02358 22.851
53.2 49.6986 5.02352 22.8516
53.25 49.7002 5.02347 22.8521
53.3 49.7018 5.02342 22.8527
53.35 49.7034 5.02338 22.8532
53.4 49.705 5.02335 22.8537
53.45 49.7065 5.02332 22.8543
53.5 49.708 5.0233 22.8548
53.55 49.7094 5.02328 22.8553
53.6 49.7108 5.02326 22.8559
53.65 49.7122 5.02326 22.8564
53.7 49.7136 5.02325 22.8569
53.75 49.7149 5.02325 22.8575
53.8 49.7162 5.02325 22.858
53.85 49.7175 5.02325 22.8585
53.9 49.7187 5.02326 22.859
53.95 49.7199 5.02327 22.8596
54 49.721 5.02328 22.8601
54.05 49.7222 5.02329 22.8606
54.1 49.7233 5.0233 22.8612
54.15 49.7243 5.02331 22.8617
54.2 49.7254 5.02332 22.8622
54.25 49.7264 5.02334 22.8628
54.3 49.7274 5.02335 22.8633
54.35 49.7283 5.02335 22.8638
54.4 49.7293 5.02336 22.8644
54.45 49.7302 5.02337 22.8649
54.5 49.7311 5.02337 22.8654
54.55 49.7319 5.02337 22.866
54.6 49.7328 5.02337 22.8665
54.65 49.7336 5.02337 22.867
54.7 49.7344 5.02336 22.8676
54.75 49.7352 5.02335 22.8681
54.8 49.736 5.02333 22.8686
54.85 49.7367 5.02331 22.8692
54.9 49.7375 5.02329 22.8697
54.95 49.7382 5.02327 22.8702
55 49.7389 5.02323 22.8708
55.05 49.7396 5.0232 22.8713
55.1 49.7403 5.02316 22.8718
55.15 49.741 5.02312 22.8724
55.2 49.7417 5.02307 22.8729
55.25 49.7424 5.02301 22.8734
55.3 49.7431 5.02295 22.874
55.35 49.7438 5.02289 22.8745
55.4 49.7444 5.02282 22.875
55.45 49.7451 5.02275 22.8755
55.5 49.7458 5.02268 22.876
55.55 49.7465 5.02259 22.8766
55.6 49.7472 5.02251 22.8771
55.65 49.7479 5.02242 22.8776
55.7 49.7486 5.02233 22.8781
55.75 49.7493 5.02223 22.8786
55.8 49.75 5.02213 22.8791
55.85 49.7507 5.02202 22.8796
55.9 49.7514 5.02191 22.8801
55.95 49.7522 5.0218 22.8806
56 49.7529 5.02168 22.8811
56.05 49.7537 5.02157 22.8816
56.1 49.7544 5.02144 22.8821
56.15 49.7552 5.02132 22.8826
56.2 49.756 5.02119 22.8831
56.25 49.7568 5.02107 22.8836
56.3 49.7576 5.02094 22.884
56.35 49.7585 5.0208 22.8845
56.4 49.7593 5.02067 22.885
56.45 49.7601 5.02053 22.8855
56.5 49.761 5.0204 22.8859
56.55 49.7619 5.02026 22.8864
56.6 49.7628 5.02012 22.8869
56.65 49.7637 5.01999 22.8873
56.7 49.7646 5.01985 22.8878
56.75 49.7655 5.01971 22.8882
56.8 49.7665 5.01957 22.8887
56.85 49.7674 5.01944 22.8891
56.9 49.7684 5.0193 22.8896
56.95 49.7693 5.01917 22.89
57 49.7703 5.01903 22.8905
57.05 49.7713 5.0189 22.8909
57.1 49.7723 5.01877 22.8913
57.15 49.7733 5.01864 22.8917
57.2 49.7743 5.01851 22.8922
57.25 49.7753 5.01839 22.8926
57.3 49.7763 5.01827 22.893
57.35 49.7773 5.01814 22.8934
57.4 49.7784 5.01803 22.8938
57.45 49.7794 5.01791 22.8943
57.5 49.7804 5.0178 22.8947
57.55 49.7815 5.01769 22.8951
57.6 49.7825 5.01758 22.8955
57.65 49.7835 5.01748 22.8959
57.7 49.7846 5.01737 22.8963
57.75 49.7856 5.01728 22.8967
57.8 49.7866 5.01718 22.8971
57.85 49.7877 5.01709 22.8975
57.9 49.7887 5.017 22.8978
57.95 49.7897 5.01691 22.8982
58 49.7908 5.01683 22.8986
58.05 49.7918 5.01675 22.899
58.1 49.7928 5.01667 22.8994
58.15 49.7938 5.0166 22.8998
58.2 49.7948 5.01653 22.9001
58.25 49.7958 5.01646 22.9005
58.3 49.7968 5.0164 22.9009
58.35 49.7977 5.01634 22.9013
58.4 49.7987 5.01628 22.9017
58.45 49.7997 5.01622 22.902
58.5 49.8006 5.01617 22.9024
58.55 49.8015 5.01611 22.9028
58.6 49.8025 5.01607 22.9031
58.65 49.8034 5.01602 22.9035
58.7 49.8043 5.01597 22.9039
58.75 49.8052 5.01593 22.9042
58.8 49.806 5.01589 22.9046
58.85 49.8069 5.01585 22.905
58.9 49.8078 5.01582 22.9053
58.95 49.8086 5.01578 22.9057
59 49.8094 5.01575 22.906
59.05 49.8103 5.01571 22.9064
59.1 49.8111 5.01568 22.9068
59.15 49.8119 5.01565 22.9071
59.2 49.8126 5.01562 22.9075
59.25 49.8134 5.01559 22.9078
59.3 49.8142 5.01557 22.9082
59.35 49.8149 5.01554 22.9086
59.4 49.8156 5.01551 22.9089
59.45 49.8164 5.01548 22.9093
59.5 49.8171 5.01546 22.9096
59.55 49.8178 5.01543 22.91
59.6 49.8185 5.0154 22.9103
59.65 49.8191 5.01537 22.9107
59.7 49.8198 5.01535 22.911
59.75 49.8205 5.01532 22.9114
59.8 49.8211 5.01529 22.9117
59.85 49.8218 5.01526 22.9121
59.9 49.8224 5.01523 22.9124
59.95 49.823 5.0152 22.9128
60 49.8237 5.01517 22.9131
60.05 49.8243 5.01513 22.9135
60.1 49.8249 5.0151 22.9138
60.15 49.8255 5.01506 22.9142
60.2 49.8261 5.01503 22.9145
60.25 49.8266 5.01499 22.9149
60.3 49.8272 5.01495 22.9152
60.35 49.8278 5.01491 22.9155
60.4 49.8284 5.01487 22.9159
60.45 49.829 5.01482 22.9162
60.5 49.8295 5.01478 22.9166
60.55 49.8301 5.01473 22.9169
60.6 49.8306 5.01469 22.9172
60.65 49.8312 5.01464 22.9176
60.7 49.8318 5.01459 22.9179
60.75 49.8323 5.01454 22.9182
60.8 49.8329 5.01448 22.9186
60.85 49.8334 5.01443 22.9189
60.9 49.834 5.01437 22.9192
60.95 49.8345 5.01432 22.9196
61 49.8351 5.01426 22.9199
61.05 49.8357 5.0142 22.9202
61.1 49.8362 5.01414 22.9205
61.15 49.8368 5.01408 22.9209
61.2 49.8373 5.01401 22.9212
61.25 49.8379 5.01395 22.9215
61.3 49.8385 5.01389 22.9218
61.35 49.839 5.01382 22.9221
61.4 49.8396 5.01375 22.9225
61.45 49.8402 5.01369 22.9228
61.5 49.8407 5.01362 22.9231
61.55 49.8413 5.01355 22.9234
61.6 49.8419 5.01348 22.9237
61.65 49.8425 5.01341 22.924
61.7 49.8431 5.01334 22.9243
61.75 49.8436 5.01327 22.9246
61.8 49.8442 5.0132 22.9249
61.85 49.8448 5.01313 22.9252
61.9 49.8454 5.01306 22.9255
61.95 49.846 5.01299 22.9258
62 49.8466 5.01292 22.9261
62.05 49.8472 5.01285 22.9264
62.1 49.8478 5.01278 22.9267
62.15 49.8484 5.01271 22.927
62.2 49.8491 5.01264 22.9273
62.25 49.8497 5.01257 22.9276
62.3 49.8503 5.0125 22.9279
62.35 49.8509 5.01243 22.9282
62.4 49.8515 5.01236 22.9284
62.45 49.8521 5.0123 22.9287
62.5 49.8528 5.01223 22.929
62.55 49.8534 5.01216 22.9293
62.6 49.854 5.0121 22.9296
62.65 49.8546 5.01204 22.9298
62.7 49.8553 5.01197 22.9301
62.75 49.8559 5.01191 22.9304
62.8 49.8565 5.01185 22.9307
62.85 49.8571 5.01179 22.9309
62.9 49.8577 5.01173 22.9312
62.95 49.8584 5.01167 22.9315
63 49.859 5.01162 22.9317
63.05 49.8596 5.01156 22.932
63.1 49.8602 5.01151 22.9323
63.15 49.8608 5.01145 22.9325
63.2 49.8615 5.0114 22.9328
63.25 49.8621 5.01135 22.9331
63.3 49.8627 5.0113 22.9333
63.35 49.8633 5.01125 22.9336
63.4 49.8639 5.0112 22.9338
63.45 49.8645 5.01115 22.9341
63.5 49.8651 5.01111 22.9343
63.55 49.8657 5.01106 22.9346
63.6 49.8663 5.01102 22.9349
63.65 49.8668 5.01098 22.9351
63.7 49.8674 5.01093 22.9354
63.75 49.868 5.01089 22.9356
63.8 49.8686 5.01085 22.9359
63.85 49.8691 5.01081 22.9361
63.9 49.8697 5.01078 22.9364
63.95 49.8703 5.01074 22.9366
64 49.8708 5.0107 22.9368
64.05 49.8714 5.01067 22.9371
64.1 49.8719 5.01063 22.9373
64.15 49.8725 5.0106 22.9376
64.2 49.873 5.01056 22.9378
64.25 49.8735 5.01053 22.9381
64.3 49.874 5.0105 22.9383
64.35 49.8746 5.01047 22.9385
64.4 49.8751 5.01044 22.9388
64.45 49.8756 5.01041 22.939
64.5 49.8761 5.01037 22.9393
64.55 49.8766 5.01034 22.9395
64.6 49.8771 5.01031 22.9397
64.65 49.8776 5.01028 22.94
64.7 49.8781 5.01026 22.9402
64.75 49.8785 5.01023 22.9404
64.8 49.879 5.0102 22.9407
64.85 49.8795 5.01017 22.9409
64.9 49.88 5.01014 22.9411
64.95 49.8804 5.01011 22.9414
65 49.8809 5.01008 22.9416
65.05 49.8813 5.01005 22.9418
65.1 49.8818 5.01002 22.9421
65.15 49.8822 5.00999 22.9423
65.2 49.8827 5.00996 22.9425
65.25 49.8831 5.00993 22.9428
65.3 49.8836 5.0099 22.943
65.35 49.884 5.00987 22.9432
65.4 49.8844 5.00984 22.9434
65.45 49.8848 5.00981 22.9437
65.5 49.8853 5.00978 22.9439
65.55 49.8857 5.00975 22.9441
65.6 49.8861 5.00972 22.9443
65.65 49.8865 5.00968 22.9446
65.7 49.8869 5.00965 22.9448
65.75 49.8874 5.00962 22.945
65.8 49.8878 5.00958 22.9452
65.85 49.8882 5.00955 22.9454
65.9 49.8886 5.00952 22.9457
65.95 49.889 5.00948 22.9459
66 49.8894 5.00945 22.9461
66.05 49.8898 5.00941 22.9463
66.1 49.8902 5.00938 22.9465
66.15 49.8906 5.00934 22.9467
66.2 49.891 5.0093 22.947
66.25 49.8914 5.00927 22.9472
66.3 49.8918 5.00923 22.9474
66.35 49.8922 5.00919 22.9476
66.4 49.8926 5.00915 22.9478
66.45 49.893 5.00912 22.948
66.5 49.8934 5.00908 22.9482
66.55 49.8938 5.00904 22.9484
66.6 49.8942 5.009 22.9486
66.65 49.8946 5.00896 22.9488
66.7 49.8949 5.00892 22.949
66.75 49.8953 5.00888 22.9493
66.8 49.8957 5.00884 22.9495
66.85 49.8961 5.0088 22.9497
66.9 49.8965 5.00876 22.9499
66.95 49.8969 5.00872 22.9501
67 49.8973 5.00868 22.9503
67.05 49.8977 5.00864 22.9505
67.1 49.8981 5.0086 22.9507
67.15 49.8985 5.00856 22.9509
67.2 49.8989 5.00852 22.951
67.25 49.8993 5.00848 22.9512
67.3 49.8997 5.00844 22.9514
67.35 49.9001 5.0084 22.9516
67.4 49.9005 5.00836 22.9518
67.45 49.9009 5.00832 22.952
67.5 49.9013 5.00828 22.9522
67.55 49.9017 5.00825 22.9524
67.6 49.9021 5.00821 22.9526
67.65 49.9025 5.00817 22.9528
67.7 49.9029 5.00813 22.953
67.75 49.9033 5.00809 22.9531
67.8 49.9036 5.00805 22.9533
67.85 49.904 5.00802 22.9535
67.9 49.9044 5.00798 22.9537
67.95 49.9048 5.00794 22.9539
68 49.9052 5.00791 22.9541
68.05 49.9056 5.00787 22.9542
68.1 49.906 5.00783 22.9544
68.15 49.9064 5.0078 22.9546
68.2 49.9068 5.00776 22.9548
68.25 49.9072 5.00773 22.955
68.3 49.9076 5.00769 22.9551
68.35 49.9079 5.00766 22.9553
68.4 49.9083 5.00763 22.9555
68.45 49.9087 5.00759 22.9557
68.5 49.9091 5.00756 22.9558
68.55 49.9095 5.00753 22.956
68.6 49.9099 5.0075 22.9562
68.65 49.9102 5.00747 22.9564
68.7 49.9106 5.00744 22.9565
68.75 49.911 5.00741 22.9567
68.8 49.9114 5.00738 22.9569
68.85 49.9117 5.00735 22.957
68.9 49.9121 5.00732 22.9572
68.95 49.9125 5.00729 22.9574
69 49.9128 5.00726 22.9575
69.05 49.9132 5.00723 22.9577
69.1 49.9136 5.0072 22.9579
69.15 49.9139 5.00718 22.958
69.2 49.9143 5.00715 22.9582
69.25 49.9146 5.00712 22.9584
69.3 49.915 5.0071 22.9585
69.35 49.9153 5.00707 22.9587
69.4 49.9157 5.00705 22.9589
69.45 49.916 5.00702 22.959
69.5 49.9164 5.007 22.9592
69.55 49.9167 5.00697 22.9593
69.6 49.917 5.00695 22.9595
69.65 49.9174 5.00692 22.9597
69.7 49.9177 5.0069 22.9598
69.75 49.918 5.00687 22.96
69.8 49.9184 5.00685 22.9601
69.85 49.9187 5.00683 22.9603
69.9 49.919 5.0068 22.9604
69.95 49.9193 5.00678 22.9606
70 49.9197 5.00676 22.9608
70.05 49.92 5.00673 22.9609
70.1 49.9203 5.00671 22.9611
70.15 49.9206 5.00669 22.9612
70.2 49.9209 5.00666 22.9614
70.25 49.9212 5.00664 22.9615
70.3 49.9215 5.00662 22.9617
70.35 49.9218 5.0066 22.9618
70.4 49.9221 5.00657 22.962
70.45 49.9224 5.00655 22.9621
70.5 49.9227 5.00653 22.9623
70.55 49.923 5.00651 22.9624
70.6 49.9233 5.00648 22.9626
70.65 49.9236 5.00646 22.9627
70.7 49.9239 5.00644 22.9629
70.75 49.9242 5.00641 22.963
70.8 49.9245 5.00639 22.9632
70.85 49.9248 5.00637 22.9633
70.9 49.9251 5.00635 22.9635
70.95 49.9254 5.00632 22.9636
71 49.9256 5.0063 22.9638
71.05 49.9259 5.00628 22.9639
71.1 49.9262 5.00625 22.964
71.15 49.9265 5.00623 22.9642
71.2 49.9268 5.00621 22.9643
71.25 49.9271 5.00618 22.9645
71.3 49.9273 5.00616 22.9646
71.35 49.9276 5.00614 22.9648
71.4 49.9279 5.00611 22.9649
71.45 49.9282 5.00609 22.965
71.5 49.9284 5.00606 22.9652
71.55 49.9287 5.00604 22.9653
71.6 49.929 5.00602 22.9654
71.65 49.9292 5.00599 22.9656
71.7 49.9295 5.00597 22.9657
71.75 49.9298 5.00594 22.9659
71.8 49.9301 5.00592 22.966
71.85 49.9303 5.00589 22.9661
71.9 49.9306 5.00587 22.9663
71.95 49.9309 5.00585 22.9664
72 49.9311 5.00582 22.9665
72.05 49.9314 5.0058 22.9667
72.1 49.9317 5.00577 22.9668
72.15 49.9319 5.00575 22.9669
72.2 49.9322 5.00572 22.9671
72.25 49.9324 5.0057 22.9672
72.3 49.9327 5.00568 22.9673
72.35 49.933 5.00565 22.9675
72.4 49.9332 5.00563 22.9676
72.45 49.9335 5.0056 22.9677
72.5 49.9338 5.00558 22.9678
72.55 49.934 5.00555 22.968
72.6 49.9343 5.00553 22.9681
72.65 49.9345 5.00551 22.9682
72.7 49.9348 5.00548 22.9684
72.75 49.9351 5.00546 22.9685
72.8 49.9353 5.00543 22.9686
72.85 49.9356 5.00541 22.9687
72.9 49.9358 5.00539 22.9689
72.95 49.9361 5.00536 22.969
73 49.9363 5.00534 22.9691
73.05 49.9366 5.00532 22.9692
73.1 49.9369 5.00529 22.9693
73.15 49.9371 5.00527 22.9695
