r x0 Time x
-1 0.1 4.3 0.00150535
-1 0.1 4.4 0.00136229
-1 0.1 4.5 0.00123281
-1 0.1 4.6 0.00111562
-1 0.1 4.7 0.00100957
-1 0.1 4.8 0.000913581
-1 0.1 4.9 0.000826714
-1 0.1 5 0.000748101
-1 0.1 5.1 0.000676958
-1 0.1 5.2 0.000612576
-1 0.1 5.3 0.000554314
-1 0.1 5.4 0.000501591
-1 0.1 5.5 0.00045388
-1 0.1 5.6 0.000410705
-1 0.1 5.7 0.000371636
-1 0.1 5.8 0.000336282
-1 0.1 5.9 0.00030429
-1 0.1 6 0.000275341
-1 0.1 6.1 0.000249146
-1 0.1 6.2 0.000225442
-1 0.1 6.3 0.000203992
-1 0.1 6.4 0.000184583
-1 0.1 6.5 0.000167021
-1 0.1 6.6 0.000151129
-1 0.1 6.7 0.000136749
-1 0.1 6.8 0.000123738
-1 0.1 6.9 0.000111964
-1 0.1 7 0.00010131
-1 0.1 7.1 9.167e-05
-1 0.1 7.2 8.29471e-05
-1 0.1 7.3 7.50543e-05
-1 0.1 7.4 6.79124e-05
-1 0.1 7.5 6.14501e-05
-1 0.1 7.6 5.56026e-05
-1 0.1 7.7 5.03116e-05
-1 0.1 7.8 4.55241e-05
-1 0.1 7.9 4.1192e-05
-1 0.1 8 3.72723e-05
-1 0.1 8.1 3.37254e-05
-1 0.1 8.2 3.05161e-05
-1 0.1 8.3 2.76122e-05
-1 0.1 8.4 2.49846e-05
-1 0.1 8.5 2.26071e-05
-1 0.1 8.6 2.04558e-05
-1 0.1 8.7 1.85092e-05
-1 0.1 8.8 1.67478e-05
-1 0.1 8.9 1.51541e-05
-1 0.1 9 1.3712e-05
-1 0.1 9.1 1.24072e-05
-1 0.1 9.2 1.12265e-05
-1 0.1 9.3 1.01581e-05
-1 0.1 9.4 9.19148e-06
-1 0.1 9.5 8.3168e-06
-1 0.1 9.6 7.52536e-06
-1 0.1 9.7 6.80923e-06
-1 0.1 9.8 6.16125e-06
-1 0.1 9.9 5.57494e-06
-1 0.1 10 5.04441e-06
-1 0.2 0 0.2
-1 0.2 0.1 0.184479
-1 0.2 0.2 0.169906
-1 0.2 0.3 0.156264
-1 0.2 0.4 0.143528
-1 0.2 0.5 0.131668
-1 0.2 0.6 0.120649
-1 0.2 0.7 0.110436
-1 0.2 0.8 0.100988
-1 0.2 0.9 0.0922644
-1 0.2 1 0.0842238
-1 0.2 1.1 0.0768246
-1 0.2 1.2 0.0700257
-1 0.2 1.3 0.063787
-1 0.2 1.4 0.0580693
-1 0.2 1.5 0.0528353
-1 0.2 1.6 0.0480489
-1 0.2 1.7 0.0436762
-1 0.2 1.8 0.0396848
-1 0.2 1.9 0.0360444
-1 0.2 2 0.0327266
-1 0.2 2.1 0.0297047
-1 0.2 2.2 0.0269541
-1 0.2 2.3 0.0244518
-1 0.2 2.4 0.0221765
-1 0.2 2.5 0.0201086
-1 0.2 2.6 0.0182299
-1 0.2 2.7 0.0165238
-1 0.2 2.8 0.0149749
-1 0.2 2.9 0.0135692
-1 0.2 3 0.0122938
-1 0.2 3.1 0.0111369
-1 0.2 3.2 0.0100878
-1 0.2 3.3 0.00913655
-1 0.2 3.4 0.00827428
-1 0.2 3.5 0.00749278
-1 0.2 3.6 0.00678459
-1 0.2 3.7 0.00614291
-1 0.2 3.8 0.00556159
-1 0.2 3.9 0.005035
-1 0.2 4 0.00455804
-1 0.2 4.1 0.00412607
-1 0.2 4.2 0.00373489
-1 0.2 4.3 0.00338067
-1 0.2 4.4 0.00305994
-1 0.2 4.5 0.00276956
-1 0.2 4.6 0.00250666
-1 0.2 4.7 0.00226866
-1 0.2 4.8 0.00205321
-1 0.2 4.9 0.00185819
-1 0.2 5 0.00168165
-1 0.2 5.1 0.00152187
-1 0.2 5.2 0.00137724
-1 0.2 5.3 0.00124634
-1 0.2 5.4 0.00112787
-1 0.2 5.5 0.00102065
-1 0.2 5.6 0.000923612
-1 0.2 5.7 0.000835792
-1 0.2 5.8 0.000756316
-1 0.2 5.9 0.000684393
-1 0.2 6 0.000619304
-1 0.2 6.1 0.000560403
-1 0.2 6.2 0.000507101
-1 0.2 6.3 0.000458866
-1 0.2 6.4 0.000415217
-1 0.2 6.5 0.000375719
-1 0.2 6.6 0.000339976
-1 0.2 6.7 0.000307633
-1 0.2 6.8 0.000278366
-1 0.2 6.9 0.000251883
-1 0.2 7 0.000227919
-1 0.2 7.1 0.000206234
-1 0.2 7.2 0.000186612
-1 0.2 7.3 0.000168856
-1 0.2 7.4 0.00015279
-1 0.2 7.5 0.000138252
-1 0.2 7.6 0.000125097
-1 0.2 7.7 0.000113194
-1 0.2 7.8 0.000102423
-1 0.2 7.9 9.26773e-05
-1 0.2 8 8.38587e-05
-1 0.2 8.1 7.58791e-05
-1 0.2 8.2 6.86587e-05
-1 0.2 8.3 6.21254e-05
-1 0.2 8.4 5.62137e-05
-1 0.2 8.5 5.08645e-05
-1 0.2 8.6 4.60243e-05
-1 0.2 8.7 4.16447e-05
-1 0.2 8.8 3.76819e-05
-1 0.2 8.9 3.40961e-05
-1 0.2 9 3.08515e-05
-1 0.2 9.1 2.79157e-05
-1 0.2 9.2 2.52592e-05
-1 0.2 9.3 2.28555e-05
-1 0.2 9.4 2.06806e-05
-1 0.2 9.5 1.87126e-05
-1 0.2 9.6 1.69319e-05
-1 0.2 9.7 1.53206e-05
-1 0.2 9.8 1.38627e-05
-1 0.2 9.9 1.25435e-05
-1 0.2 10 1.13499e-05
-1 0.3 0 0.3
-1 0.3 0.1 0.279429
-1 0.3 0.2 0.259744
-1 0.3 0.3 0.240983
-1 0.3 0.4 0.223168
-1 0.3 0.5 0.206312
-1 0.3 0.6 0.190418
-1 0.3 0.7 0.175477
-1 0.3 0.8 0.161474
-1 0.3 0.9 0.148388
-1 0.3 1 0.13619
-1 0.3 1.1 0.124848
-1 0.3 1.2 0.114326
-1 0.3 1.3 0.104584
-1 0.3 1.4 0.0955828
-1 0.3 1.5 0.0872808
-1 0.3 1.6 0.0796364
-1 0.3 1.7 0.0726082
-1 0.3 1.8 0.0661558
-1 0.3 1.9 0.0602394
-1 0.3 2 0.0548212
-1 0.3 2.1 0.0498644
-1 0.3 2.2 0.0453343
-1 0.3 2.3 0.0411979
-1 0.3 2.4 0.0374241
-1 0.3 2.5 0.0339838
-1 0.3 2.6 0.0308495
-1 0.3 2.7 0.027996
-1 0.3 2.8 0.0253995
-1 0.3 2.9 0.0230381
-1 0.3 3 0.0208915
-1 0.3 3.1 0.0189411
-1 0.3 3.2 0.0171696
-1 0.3 3.3 0.0155611
-1 0.3 3.4 0.0141011
-1 0.3 3.5 0.0127764
-1 0.3 3.6 0.0115746
-1 0.3 3.7 0.0104847
-1 0.3 3.8 0.00949643
-1 0.3 3.9 0.0086005
-1 0.3 4 0.00778842
-1 0.3 4.1 0.00705249
-1 0.3 4.2 0.00638564
-1 0.3 4.3 0.00578148
-1 0.3 4.4 0.00523418
-1 0.3 4.5 0.00473844
-1 0.3 4.6 0.00428945
-1 0.3 4.7 0.00388284
-1 0.3 4.8 0.00351464
-1 0.3 4.9 0.00318124
-1 0.3 5 0.00287938
-1 0.3 5.1 0.00260608
-1 0.3 5.2 0.00235867
-1 0.3 5.3 0.00213469
-1 0.3 5.4 0.00193194
-1 0.3 5.5 0.00174841
-1 0.3 5.6 0.00158229
-1 0.3 5.7 0.00143193
-1 0.3 5.8 0.00129584
-1 0.3 5.9 0.00117267
-1 0.3 6 0.0010612
-1 0.3 6.1 0.000960306
-1 0.3 6.2 0.000869
-1 0.3 6.3 0.000786369
-1 0.3 6.4 0.000711589
-1 0.3 6.5 0.000643916
-1 0.3 6.6 0.000582675
-1 0.3 6.7 0.000527256
-1 0.3 6.8 0.000477105
-1 0.3 6.9 0.000431722
-1 0.3 7 0.000390654
-1 0.3 7.1 0.000353492
-1 0.3 7.2 0.000319863
-1 0.3 7.3 0.000289433
-1 0.3 7.4 0.000261897
-1 0.3 7.5 0.00023698
-1 0.3 7.6 0.000214433
-1 0.3 7.7 0.000194031
-1 0.3 7.8 0.00017557
-1 0.3 7.9 0.000158865
-1 0.3 8 0.000143749
-1 0.3 8.1 0.000130071
-1 0.3 8.2 0.000117695
-1 0.3 8.3 0.000106496
-1 0.3 8.4 9.63625e-05
-1 0.3 8.5 8.71932e-05
-1 0.3 8.6 7.88963e-05
-1 0.3 8.7 7.13889e-05
-1 0.3 8.8 6.45957e-05
-1 0.3 8.9 5.8449e-05
-1 0.3 9 5.28871e-05
-1 0.3 9.1 4.78545e-05
-1 0.3 9.2 4.33007e-05
-1 0.3 9.3 3.91803e-05
-1 0.3 9.4 3.54519e-05
-1 0.3 9.5 3.20783e-05
-1 0.3 9.6 2.90258e-05
-1 0.3 9.7 2.62637e-05
-1 0.3 9.8 2.37644e-05
-1 0.3 9.9 2.1503e-05
-1 0.3 10 1.94567e-05
-1 0.4 0 0.4
-1 0.4 0.1 0.376257
-1 0.4 0.2 0.353094
-1 0.4 0.3 0.330602
-1 0.4 0.4 0.308858
-1 0.4 0.5 0.287929
-1 0.4 0.6 0.267868
-1 0.4 0.7 0.248717
-1 0.4 0.8 0.230504
-1 0.4 0.9 0.213247
-1 0.4 1 0.19695
-1 0.4 1.1 0.181612
-1 0.4 1.2 0.167219
-1 0.4 1.3 0.153753
-1 0.4 1.4 0.141187
-1 0.4 1.5 0.129491
-1 0.4 1.6 0.11863
-1 0.4 1.7 0.108567
-1 0.4 1.8 0.0992608
-1 0.4 1.9 0.0906714
-1 0.4 2 0.0827569
-1 0.4 2.1 0.0754759
-1 0.4 2.2 0.0687875
-1 0.4 2.3 0.0626516
-1 0.4 2.4 0.0570296
-1 0.4 2.5 0.0518841
-1 0.4 2.6 0.0471796
-1 0.4 2.7 0.0428824
-1 0.4 2.8 0.0389606
-1 0.4 2.9 0.0353842
-1 0.4 3 0.0321251
-1 0.4 3.1 0.0291571
-1 0.4 3.2 0.0264559
-1 0.4 3.3 0.0239987
-1 0.4 3.4 0.0217646
-1 0.4 3.5 0.0197343
-1 0.4 3.6 0.0178899
-1 0.4 3.7 0.0162151
-1 0.4 3.8 0.0146947
-1 0.4 3.9 0.0133149
-1 0.4 4 0.0120631
-1 0.4 4.1 0.0109277
-1 0.4 4.2 0.0098981
-1 0.4 4.3 0.00896462
-1 0.4 4.4 0.00811845
-1 0.4 4.5 0.00735155
-1 0.4 4.6 0.00665662
-1 0.4 4.7 0.00602697
-1 0.4 4.8 0.00545656
-1 0.4 4.9 0.00493987
-1 0.4 5 0.00447188
-1 0.4 5.1 0.00404805
-1 0.4 5.2 0.00366423
-1 0.4 5.3 0.00331669
-1 0.4 5.4 0.00300202
-1 0.4 5.5 0.00271711
-1 0.4 5.6 0.00245918
-1 0.4 5.7 0.00222568
-1 0.4 5.8 0.0020143
-1 0.4 5.9 0.00182297
-1 0.4 6 0.00164978
-1 0.4 6.1 0.00149301
-1 0.4 6.2 0.00135113
-1 0.4 6.3 0.00122271
-1 0.4 6.4 0.00110648
-1 0.4 6.5 0.00100129
-1 0.4 6.6 0.000906091
-1 0.4 6.7 0.000819935
-1 0.4 6.8 0.000741966
-1 0.4 6.9 0.000671406
-1 0.4 7 0.000607552
-1 0.4 7.1 0.000549768
-1 0.4 7.2 0.000497476
-1 0.4 7.3 0.000450157
-1 0.4 7.4 0.000407336
-1 0.4 7.5 0.000368587
-1 0.4 7.6 0.000333523
-1 0.4 7.7 0.000301794
-1 0.4 7.8 0.000273082
-1 0.4 7.9 0.000247101
-1 0.4 8 0.000223592
-1 0.4 8.1 0.000202319
-1 0.4 8.2 0.000183069
-1 0.4 8.3 0.00016565
-1 0.4 8.4 0.000149889
-1 0.4 8.5 0.000135627
-1 0.4 8.6 0.000122722
-1 0.4 8.7 0.000111045
-1 0.4 8.8 0.000100479
-1 0.4 8.9 9.09177e-05
-1 0.4 9 8.22665e-05
-1 0.4 9.1 7.44384e-05
-1 0.4 9.2 6.73551e-05
-1 0.4 9.3 6.09458e-05
-1 0.4 9.4 5.51464e-05
-1 0.4 9.5 4.98988e-05
-1 0.4 9.6 4.51505e-05
-1 0.4 9.7 4.0854e-05
-1 0.4 9.8 3.69664e-05
-1 0.4 9.9 3.34487e-05
-1 0.4 10 3.02657e-05
-1 0.5 0 0.5
-1 0.5 0.1 0.475021
-1 0.5 0.2 0.450166
-1 0.5 0.3 0.425557
-1 0.5 0.4 0.401312
-1 0.5 0.5 0.377541
-1 0.5 0.6 0.354344
-1 0.5 0.7 0.331812
-1 0.5 0.8 0.310026
-1 0.5 0.9 0.28905
-1 0.5 1 0.268941
-1 0.5 1.1 0.24974
-1 0.5 1.2 0.231475
-1 0.5 1.3 0.214165
-1 0.5 1.4 0.197816
-1 0.5 1.5 0.182426
-1 0.5 1.6 0.167982
-1 0.5 1.7 0.154465
-1 0.5 1.8 0.141851
-1 0.5 1.9 0.130108
-1 0.5 2 0.119203
-1 0.5 2.1 0.109097
-1 0.5 2.2 0.0997505
-1 0.5 2.3 0.091123
-1 0.5 2.4 0.0831727
-1 0.5 2.5 0.0758582
-1 0.5 2.6 0.0691384
-1 0.5 2.7 0.0629734
-1 0.5 2.8 0.0573242
-1 0.5 2.9 0.0521536
-1 0.5 3 0.0474259
-1 0.5 3.1 0.0431073
-1 0.5 3.2 0.0391657
-1 0.5 3.3 0.0355712
-1 0.5 3.4 0.0322955
-1 0.5 3.5 0.0293122
-1 0.5 3.6 0.026597
-1 0.5 3.7 0.024127
-1 0.5 3.8 0.0218813
-1 0.5 3.9 0.0198403
-1 0.5 4 0.0179862
-1 0.5 4.1 0.0163025
-1 0.5 4.2 0.014774
-1 0.5 4.3 0.0133869
-1 0.5 4.4 0.0121284
-1 0.5 4.5 0.0109869
-1 0.5 4.6 0.0099518
-1 0.5 4.7 0.0090133
-1 0.5 4.8 0.00816257
-1 0.5 4.9 0.00739154
-1 0.5 5 0.00669285
-1 0.5 5.1 0.0060598
-1 0.5 5.2 0.0054863
-1 0.5 5.3 0.0049668
-1 0.5 5.4 0.00449627
-1 0.5 5.5 0.00407014
-1 0.5 5.6 0.00368424
-1 0.5 5.7 0.00333481
-1 0.5 5.8 0.00301842
-1 0.5 5.9 0.00273196
-1 0.5 6 0.00247262
-1 0.5 6.1 0.00223785
-1 0.5 6.2 0.00202532
-1 0.5 6.3 0.00183294
-1 0.5 6.4 0.0016588
-1 0.5 6.5 0.00150118
-1 0.5 6.6 0.00135852
-1 0.5 6.7 0.0012294
-1 0.5 6.8 0.00111254
-1 0.5 6.9 0.00100677
-1 0.5 7 0.000911051
-1 0.5 7.1 0.000824425
-1 0.5 7.2 0.000746029
-1 0.5 7.3 0.000675083
-1 0.5 7.4 0.00061088
-1 0.5 7.5 0.000552779
-1 0.5 7.6 0.000500201
-1 0.5 7.7 0.000452622
-1 0.5 7.8 0.000409567
-1 0.5 7.9 0.000370606
-1 0.5 8 0.00033535
-1 0.5 8.1 0.000303447
-1 0.5 8.2 0.000274578
-1 0.5 8.3 0.000248455
-1 0.5 8.4 0.000224817
-1 0.5 8.5 0.000203427
-1 0.5 8.6 0.000184072
-1 0.5 8.7 0.000166558
-1 0.5 8.8 0.00015071
-1 0.5 8.9 0.00013637
-1 0.5 9 0.000123395
-1 0.5 9.1 0.000111653
-1 0.5 9.2 0.000101029
-1 0.5 9.3 9.14159e-05
-1 0.5 9.4 8.27173e-05
-1 0.5 9.5 7.48463e-05
-1 0.5 9.6 6.77242e-05
-1 0.5 9.7 6.12798e-05
-1 0.5 9.8 5.54485e-05
-1 0.5 9.9 5.01722e-05
-1 0.5 10 4.53979e-05
-1 0.6 0 0.6
-1 0.6 0.1 0.575778
-1 0.6 0.2 0.551186
-1 0.6 0.3 0.526342
-1 0.6 0.4 0.501366
-1 0.6 0.5 0.476384
-1 0.6 0.6 0.451519
-1 0.6 0.7 0.426894
-1 0.6 0.8 0.402626
-1 0.6 0.9 0.378826
-1 0.6 1 0.355595
-1 0.6 1.1 0.333025
-1 0.6 1.2 0.311196
-1 0.6 1.3 0.290175
-1 0.6 1.4 0.270017
-1 0.6 1.5 0.250765
-1 0.6 1.6 0.232449
-1 0.6 1.7 0.215086
-1 0.6 1.8 0.198685
-1 0.6 1.9 0.183242
-1 0.6 2 0.168747
-1 0.6 2.1 0.15518
-1 0.6 2.2 0.142518
-1 0.6 2.3 0.130728
-1 0.6 2.4 0.119778
-1 0.6 2.5 0.109629
-1 0.6 2.6 0.100242
-1 0.6 2.7 0.0915766
-1 0.6 2.8 0.0835904
-1 0.6 2.9 0.0762422
-1 0.6 3 0.069491
-1 0.6 3.1 0.0632966
-1 0.6 3.2 0.0576202
-1 0.6 3.3 0.0524244
-1 0.6 3.4 0.0476734
-1 0.6 3.5 0.0433333
-1 0.6 3.6 0.0393719
-1 0.6 3.7 0.0357592
-1 0.6 3.8 0.0324667
-1 0.6 3.9 0.0294681
-1 0.6 4 0.0267389
-1 0.6 4.1 0.024256
-1 0.6 4.2 0.0219985
-1 0.6 4.3 0.0199469
-1 0.6 4.4 0.018083
-1 0.6 4.5 0.0163904
-1 0.6 4.6 0.0148538
-1 0.6 4.7 0.0134593
-1 0.6 4.8 0.0121941
-1 0.6 4.9 0.0110465
-1 0.6 5 0.0100058
-1 0.6 5.1 0.00906225
-1 0.6 5.2 0.00820694
-1 0.6 5.3 0.00743175
-1 0.6 5.4 0.00672928
-1 0.6 5.5 0.00609281
-1 0.6 5.6 0.0055162
-1 0.6 5.7 0.00499389
-1 0.6 5.8 0.0045208
-1 0.6 5.9 0.00409235
-1 0.6 6 0.00370436
-1 0.6 6.1 0.00335302
-1 0.6 6.2 0.00303491
-1 0.6 6.3 0.00274689
-1 0.6 6.4 0.00248614
-1 0.6 6.5 0.00225008
-1 0.6 6.6 0.0020364
-1 0.6 6.7 0.00184297
-1 0.6 6.8 0.00166788
-1 0.6 6.9 0.0015094
-1 0.6 7 0.00136595
-1 0.6 7.1 0.00123613
-1 0.6 7.2 0.00111863
-1 0.6 7.3 0.00101228
-1 0.6 7.4 0.000916039
-1 0.6 7.5 0.000828939
-1 0.6 7.6 0.000750114
-1 0.6 7.7 0.00067878
-1 0.6 7.8 0.000614225
-1 0.6 7.9 0.000555806
-1 0.6 8 0.000502941
-1 0.6 8.1 0.000455102
-1 0.6 8.2 0.000411811
-1 0.6 8.3 0.000372636
-1 0.6 8.4 0.000337187
-1 0.6 8.5 0.00030511
-1 0.6 8.6 0.000276083
-1 0.6 8.7 0.000249816
-1 0.6 8.8 0.000226049
-1 0.6 8.9 0.000204542
-1 0.6 9 0.000185081
-1 0.6 9.1 0.000167471
-1 0.6 9.2 0.000151536
-1 0.6 9.3 0.000137118
-1 0.6 9.4 0.000124071
-1 0.6 9.5 0.000112265
-1 0.6 9.6 0.000101583
-1 0.6 9.7 9.19168e-05
-1 0.6 9.8 8.31705e-05
-1 0.6 9.9 7.52564e-05
-1 0.6 10 6.80953e-05
-1 0.7 0 0.7
-1 0.7 0.1 0.67859
-1 0.7 0.2 0.656401
-1 0.7 0.3 0.633508
-1 0.7 0.4 0.609997
-1 0.7 0.5 0.585962
-1 0.7 0.6 0.561511
-1 0.7 0.7 0.536758
-1 0.7 0.8 0.511822
-1 0.7 0.9 0.486828
-1 0.7 1 0.461898
-1 0.7 1.1 0.437159
-1 0.7 1.2 0.412727
-1 0.7 1.3 0.388719
-1 0.7 1.4 0.365238
-1 0.7 1.5 0.342381
-1 0.7 1.6 0.320233
-1 0.7 1.7 0.298866
-1 0.7 1.8 0.278342
-1 0.7 1.9 0.258707
-1 0.7 2 0.239996
-1 0.7 2.1 0.222233
-1 0.7 2.2 0.205429
-1 0.7 2.3 0.189586
-1 0.7 2.4 0.174696
-1 0.7 2.5 0.160744
-1 0.7 2.6 0.147707
-1 0.7 2.7 0.135556
-1 0.7 2.8 0.124259
-1 0.7 2.9 0.11378
-1 0.7 3 0.104079
-1 0.7 3.1 0.0951166
-1 0.7 3.2 0.0868512
-1 0.7 3.3 0.0792412
-1 0.7 3.4 0.0722452
-1 0.7 3.5 0.0658227
-1 0.7 3.6 0.0599342
-1 0.7 3.7 0.0545418
-1 0.7 3.8 0.049609
-1 0.7 3.9 0.045101
-1 0.7 4 0.0409849
-1 0.7 4.1 0.0372299
-1 0.7 4.2 0.0338068
-1 0.7 4.3 0.0306884
-1 0.7 4.4 0.0278493
-1 0.7 4.5 0.0252661
-1 0.7 4.6 0.0229168
-1 0.7 4.7 0.0207813
-1 0.7 4.8 0.0188409
-1 0.7 4.9 0.0170786
-1 0.7 5 0.0154785
-1 0.7 5.1 0.0140262
-1 0.7 5.2 0.0127084
-1 0.7 5.3 0.011513
-1 0.7 5.4 0.0104288
-1 0.7 5.5 0.00944573
-1 0.7 5.6 0.00855454
-1 0.7 5.7 0.00774677
-1 0.7 5.8 0.00701474
-1 0.7 5.9 0.00635144
-1 0.7 6 0.0057505
-1 0.7 6.1 0.00520611
-1 0.7 6.2 0.00471302
-1 0.7 6.3 0.00426643
-1 0.7 6.4 0.00386199
-1 0.7 6.5 0.00349576
-1 0.7 6.6 0.00316415
-1 0.7 6.7 0.0028639
-1 0.7 6.8 0.00259207
-1 0.7 6.9 0.00234598
-1 0.7 7 0.00212321
-1 0.7 7.1 0.00192155
-1 0.7 7.2 0.001739
-1 0.7 7.3 0.00157378
-1 0.7 7.4 0.00142423
-1 0.7 7.5 0.00128887
-1 0.7 7.6 0.00116636
-1 0.7 7.7 0.00105548
-1 0.7 7.8 0.000955135
-1 0.7 7.9 0.000864321
-1 0.7 8 0.000782134
-1 0.7 8.1 0.000707757
-1 0.7 8.2 0.000640448
-1 0.7 8.3 0.000579537
-1 0.7 8.4 0.000524415
-1 0.7 8.5 0.000474534
-1 0.7 8.6 0.000429396
-1 0.7 8.7 0.000388549
-1 0.7 8.8 0.000351587
-1 0.7 8.9 0.00031814
-1 0.7 9 0.000287873
-1 0.7 9.1 0.000260486
-1 0.7 9.2 0.000235703
-1 0.7 9.3 0.000213278
-1 0.7 9.4 0.000192986
-1 0.7 9.5 0.000174624
-1 0.7 9.6 0.000158009
-1 0.7 9.7 0.000142974
-1 0.7 9.8 0.00012937
-1 0.7 9.9 0.000117061
-1 0.7 10 0.000105922
-1 0.8 0 0.8
-1 0.8 0.1 0.783519
-1 0.8 0.2 0.766078
-1 0.8 0.3 0.747683
-1 0.8 0.4 0.728355
-1 0.8 0.5 0.708125
-1 0.8 0.6 0.687035
-1 0.8 0.7 0.665142
-1 0.8 0.8 0.642514
-1 0.8 0.9 0.619233
-1 0.8 1 0.59539
-1 0.8 1.1 0.571089
-1 0.8 1.2 0.546439
-1 0.8 1.3 0.52156
-1 0.8 1.4 0.496574
-1 0.8 1.5 0.471604
-1 0.8 1.6 0.446776
-1 0.8 1.7 0.42221
-1 0.8 1.8 0.398024
-1 0.8 1.9 0.374325
-1 0.8 2 0.351214
-1 0.8 2.1 0.328781
-1 0.8 2.2 0.307101
-1 0.8 2.3 0.286242
-1 0.8 2.4 0.266255
-1 0.8 2.5 0.247181
-1 0.8 2.6 0.229046
-1 0.8 2.7 0.211867
-1 0.8 2.8 0.19565
-1 0.8 2.9 0.18039
-1 0.8 3 0.166075
-1 0.8 3.1 0.152684
-1 0.8 3.2 0.140191
-1 0.8 3.3 0.128565
-1 0.8 3.4 0.117771
-1 0.8 3.5 0.107772
-1 0.8 3.6 0.0985265
-1 0.8 3.7 0.0899942
-1 0.8 3.8 0.0821335
-1 0.8 3.9 0.0749029
-1 0.8 4 0.0682615
-1 0.8 4.1 0.0621694
-1 0.8 4.2 0.056588
-1 0.8 4.3 0.0514802
-1 0.8 4.4 0.0468105
-1 0.8 4.5 0.0425454
-1 0.8 4.6 0.0386532
-1 0.8 4.7 0.035104
-1 0.8 4.8 0.0318699
-1 0.8 4.9 0.0289248
-1 0.8 5 0.0262445
-1 0.8 5.1 0.0238064
-1 0.8 5.2 0.0215899
-1 0.8 5.3 0.0195755
-1 0.8 5.4 0.0177457
-1 0.8 5.5 0.0160842
-1 0.8 5.6 0.0145759
-1 0.8 5.7 0.0132071
-1 0.8 5.8 0.0119653
-1 0.8 5.9 0.010839
-1 0.8 6 0.00981767
